id_visita,id_delegado,id_medico,fecha
V006592,DEL043,MED0811,2025-10-06
V006700,DEL009,MED0823,2025-10-06
V008347,DEL008,MED1022,2025-10-06
V009717,DEL033,MED1177,2025-10-06
V010436,DEL032,MED1244,2025-10-06
V010811,DEL003,MED1310,2025-10-06
V011021,DEL027,MED1353,2025-10-06
V012564,DEL020,MED1503,2025-10-06
V012594,DEL036,MED1506,2025-10-06
V012835,DEL006,MED1540,2025-10-06
V013124,DEL032,MED1565,2025-10-06
V013886,DEL024,MED1624,2025-10-06
V014439,DEL008,MED1685,2025-10-06
V014535,DEL021,MED1697,2025-10-06
V016243,DEL037,MED1894,2025-10-06
V016276,DEL049,MED1902,2025-10-06
V016521,DEL021,MED1945,2025-10-06
V016915,DEL023,MED2000,2025-10-06
V000548,DEL038,MED0063,2025-10-07
V001045,DEL008,MED0125,2025-10-07
V002118,DEL013,MED0272,2025-10-07
V003117,DEL002,MED0386,2025-10-07
V003580,DEL033,MED0439,2025-10-07
V003695,DEL013,MED0450,2025-10-07
V004485,DEL020,MED0549,2025-10-07
V005155,DEL001,MED0643,2025-10-07
V005159,DEL044,MED0644,2025-10-07
V005958,DEL018,MED0730,2025-10-07
V006914,DEL001,MED0854,2025-10-07
V007431,DEL030,MED0909,2025-10-07
V007677,DEL050,MED0953,2025-10-07
V008251,DEL035,MED1005,2025-10-07
V008644,DEL004,MED1055,2025-10-07
V008689,DEL049,MED1058,2025-10-07
V008771,DEL049,MED1071,2025-10-07
V010222,DEL017,MED1221,2025-10-07
V011623,DEL003,MED1415,2025-10-07
V011675,DEL046,MED1419,2025-10-07
V012065,DEL031,MED1449,2025-10-07
V012176,DEL038,MED1459,2025-10-07
V012829,DEL006,MED1540,2025-10-07
V013420,DEL027,MED1589,2025-10-07
V014079,DEL026,MED1645,2025-10-07
V015050,DEL049,MED1756,2025-10-07
V016269,DEL024,MED1901,2025-10-07
V001561,DEL048,MED0191,2025-10-08
V001813,DEL050,MED0220,2025-10-08
V005025,DEL006,MED0622,2025-10-08
V006040,DEL021,MED0743,2025-10-08
V006601,DEL043,MED0811,2025-10-08
V007188,DEL003,MED0885,2025-10-08
V008585,DEL033,MED1046,2025-10-08
V009384,DEL023,MED1127,2025-10-08
V011323,DEL023,MED1381,2025-10-08
V011424,DEL019,MED1394,2025-10-08
V011896,DEL019,MED1437,2025-10-08
V012488,DEL023,MED1497,2025-10-08
V012538,DEL011,MED1501,2025-10-08
V012874,DEL017,MED1541,2025-10-08
V014152,DEL011,MED1654,2025-10-08
V014453,DEL036,MED1686,2025-10-08
V015281,DEL039,MED1778,2025-10-08
V016089,DEL001,MED1876,2025-10-08
V016567,DEL046,MED1950,2025-10-08
V001373,DEL006,MED0161,2025-10-09
V002394,DEL042,MED0305,2025-10-09
V005260,DEL004,MED0661,2025-10-09
V005815,DEL027,MED0719,2025-10-09
V005967,DEL018,MED0730,2025-10-09
V007014,DEL025,MED0865,2025-10-09
V007884,DEL034,MED0972,2025-10-09
V008384,DEL030,MED1029,2025-10-09
V008949,DEL006,MED1087,2025-10-09
V009241,DEL047,MED1110,2025-10-09
V010641,DEL048,MED1284,2025-10-09
V011097,DEL032,MED1360,2025-10-09
V011135,DEL015,MED1365,2025-10-09
V011569,DEL028,MED1408,2025-10-09
V012188,DEL038,MED1459,2025-10-09
V012799,DEL003,MED1530,2025-10-09
V013449,DEL048,MED1591,2025-10-09
V014228,DEL032,MED1669,2025-10-09
V015129,DEL023,MED1768,2025-10-09
V015514,DEL010,MED1807,2025-10-09
V016148,DEL017,MED1888,2025-10-09
V016335,DEL011,MED1913,2025-10-09
V016856,DEL001,MED1984,2025-10-09
V000340,DEL039,MED0044,2025-10-10
V000644,DEL039,MED0073,2025-10-10
V001016,DEL043,MED0124,2025-10-10
V001072,DEL045,MED0127,2025-10-10
V001137,DEL033,MED0134,2025-10-10
V001165,DEL011,MED0137,2025-10-10
V001930,DEL012,MED0236,2025-10-10
V002277,DEL023,MED0292,2025-10-10
V002869,DEL050,MED0356,2025-10-10
V003043,DEL007,MED0381,2025-10-10
V003438,DEL039,MED0423,2025-10-10
V004728,DEL023,MED0579,2025-10-10
V005131,DEL024,MED0639,2025-10-10
V005133,DEL024,MED0639,2025-10-10
V006821,DEL007,MED0839,2025-10-10
V007157,DEL025,MED0882,2025-10-10
V007264,DEL014,MED0893,2025-10-10
V007290,DEL043,MED0895,2025-10-10
V007957,DEL041,MED0978,2025-10-10
V008158,DEL028,MED0998,2025-10-10
V009030,DEL035,MED1091,2025-10-10
V009463,DEL010,MED1143,2025-10-10
V010899,DEL010,MED1326,2025-10-10
V010937,DEL037,MED1334,2025-10-10
V011018,DEL010,MED1352,2025-10-10
V012593,DEL036,MED1506,2025-10-10
V012693,DEL036,MED1520,2025-10-10
V012934,DEL018,MED1545,2025-10-10
V013317,DEL017,MED1584,2025-10-10
V013855,DEL016,MED1623,2025-10-10
V014360,DEL031,MED1676,2025-10-10
V016052,DEL017,MED1875,2025-10-10
V016910,DEL026,MED1999,2025-10-10
V000278,DEL018,MED0040,2025-10-11
V001169,DEL011,MED0137,2025-10-11
V002212,DEL016,MED0285,2025-10-11
V004257,DEL039,MED0527,2025-10-11
V004683,DEL018,MED0573,2025-10-11
V005247,DEL004,MED0661,2025-10-11
V005783,DEL014,MED0714,2025-10-11
V006039,DEL021,MED0743,2025-10-11
V006313,DEL021,MED0769,2025-10-11
V006946,DEL006,MED0859,2025-10-11
V008124,DEL049,MED0994,2025-10-11
V008937,DEL006,MED1087,2025-10-11
V009245,DEL047,MED1110,2025-10-11
V009590,DEL033,MED1165,2025-10-11
V009593,DEL030,MED1166,2025-10-11
V010339,DEL033,MED1239,2025-10-11
V010773,DEL003,MED1307,2025-10-11
V011978,DEL001,MED1445,2025-10-11
V014226,DEL042,MED1667,2025-10-11
V014368,DEL031,MED1676,2025-10-11
V016661,DEL001,MED1959,2025-10-11
V000049,DEL012,MED0011,2025-10-12
V000218,DEL034,MED0034,2025-10-12
V003304,DEL011,MED0404,2025-10-12
V003665,DEL043,MED0447,2025-10-12
V003870,DEL025,MED0469,2025-10-12
V004016,DEL015,MED0486,2025-10-12
V005595,DEL008,MED0698,2025-10-12
V006007,DEL033,MED0734,2025-10-12
V006490,DEL035,MED0796,2025-10-12
V006496,DEL035,MED0796,2025-10-12
V006744,DEL006,MED0832,2025-10-12
V008310,DEL039,MED1014,2025-10-12
V009989,DEL030,MED1198,2025-10-12
V010118,DEL005,MED1208,2025-10-12
V010371,DEL050,MED1241,2025-10-12
V012487,DEL023,MED1497,2025-10-12
V013130,DEL033,MED1566,2025-10-12
V014776,DEL048,MED1717,2025-10-12
V015405,DEL027,MED1793,2025-10-12
V016008,DEL033,MED1872,2025-10-12
V000430,DEL045,MED0054,2025-10-13
V000816,DEL042,MED0094,2025-10-13
V003866,DEL003,MED0467,2025-10-13
V004199,DEL013,MED0522,2025-10-13
V004329,DEL027,MED0532,2025-10-13
V004577,DEL026,MED0560,2025-10-13
V004599,DEL035,MED0566,2025-10-13
V004918,DEL038,MED0604,2025-10-13
V005516,DEL005,MED0686,2025-10-13
V005787,DEL014,MED0714,2025-10-13
V006151,DEL048,MED0751,2025-10-13
V008100,DEL047,MED0993,2025-10-13
V008321,DEL040,MED1016,2025-10-13
V008708,DEL016,MED1064,2025-10-13
V008810,DEL042,MED1075,2025-10-13
V009965,DEL013,MED1194,2025-10-13
V010071,DEL038,MED1202,2025-10-13
V010519,DEL041,MED1263,2025-10-13
V011334,DEL028,MED1383,2025-10-13
V011815,DEL017,MED1432,2025-10-13
V012595,DEL036,MED1506,2025-10-13
V012742,DEL025,MED1522,2025-10-13
V014436,DEL008,MED1685,2025-10-13
V014846,DEL006,MED1729,2025-10-13
V014974,DEL012,MED1749,2025-10-13
V015100,DEL018,MED1767,2025-10-13
V015871,DEL026,MED1854,2025-10-13
V016826,DEL008,MED1981,2025-10-13
V001421,DEL041,MED0165,2025-10-14
V003267,DEL029,MED0402,2025-10-14
V003974,DEL040,MED0480,2025-10-14
V004911,DEL030,MED0603,2025-10-14
V005321,DEL031,MED0667,2025-10-14
V005751,DEL039,MED0713,2025-10-14
V006466,DEL020,MED0795,2025-10-14
V008079,DEL012,MED0991,2025-10-14
V009187,DEL039,MED1103,2025-10-14
V009203,DEL030,MED1104,2025-10-14
V009435,DEL038,MED1138,2025-10-14
V009736,DEL034,MED1179,2025-10-14
V009958,DEL013,MED1194,2025-10-14
V010015,DEL019,MED1199,2025-10-14
V011015,DEL010,MED1352,2025-10-14
V012014,DEL021,MED1446,2025-10-14
V012109,DEL006,MED1453,2025-10-14
V013057,DEL001,MED1562,2025-10-14
V013484,DEL018,MED1592,2025-10-14
V015644,DEL009,MED1818,2025-10-14
V016671,DEL004,MED1960,2025-10-14
V000329,DEL016,MED0043,2025-10-15
V000377,DEL016,MED0048,2025-10-15
V000903,DEL049,MED0108,2025-10-15
V001143,DEL033,MED0134,2025-10-15
V001346,DEL036,MED0158,2025-10-15
V002426,DEL010,MED0308,2025-10-15
V003784,DEL014,MED0457,2025-10-15
V004279,DEL005,MED0530,2025-10-15
V004332,DEL027,MED0532,2025-10-15
V005013,DEL006,MED0622,2025-10-15
V005126,DEL042,MED0638,2025-10-15
V006266,DEL030,MED0765,2025-10-15
V006838,DEL027,MED0844,2025-10-15
V007442,DEL044,MED0910,2025-10-15
V008182,DEL045,MED1000,2025-10-15
V008311,DEL039,MED1014,2025-10-15
V008469,DEL040,MED1036,2025-10-15
V009265,DEL024,MED1111,2025-10-15
V010534,DEL020,MED1268,2025-10-15
V010829,DEL049,MED1313,2025-10-15
V011572,DEL028,MED1408,2025-10-15
V012154,DEL029,MED1458,2025-10-15
V012514,DEL007,MED1498,2025-10-15
V012537,DEL011,MED1501,2025-10-15
V012784,DEL042,MED1526,2025-10-15
V014347,DEL031,MED1676,2025-10-15
V014402,DEL043,MED1678,2025-10-15
V014462,DEL011,MED1687,2025-10-15
V015208,DEL024,MED1775,2025-10-15
V015345,DEL029,MED1786,2025-10-15
V015572,DEL041,MED1809,2025-10-15
V015744,DEL037,MED1838,2025-10-15
V015786,DEL022,MED1843,2025-10-15
V015930,DEL050,MED1860,2025-10-15
V015996,DEL048,MED1869,2025-10-15
V016559,DEL046,MED1950,2025-10-15
V016588,DEL029,MED1953,2025-10-15
V016610,DEL012,MED1955,2025-10-15
V000011,DEL041,MED0001,2025-10-16
V000118,DEL034,MED0021,2025-10-16
V000520,DEL047,MED0062,2025-10-16
V000544,DEL038,MED0063,2025-10-16
V000854,DEL020,MED0104,2025-10-16
V000950,DEL021,MED0113,2025-10-16
V001720,DEL040,MED0210,2025-10-16
V002311,DEL042,MED0297,2025-10-16
V002361,DEL014,MED0300,2025-10-16
V002773,DEL033,MED0351,2025-10-16
V003234,DEL023,MED0398,2025-10-16
V003237,DEL023,MED0398,2025-10-16
V004252,DEL039,MED0527,2025-10-16
V004395,DEL016,MED0540,2025-10-16
V005825,DEL027,MED0719,2025-10-16
V005976,DEL012,MED0731,2025-10-16
V006314,DEL021,MED0769,2025-10-16
V006323,DEL021,MED0769,2025-10-16
V006741,DEL006,MED0832,2025-10-16
V007072,DEL033,MED0874,2025-10-16
V007618,DEL006,MED0946,2025-10-16
V008246,DEL035,MED1005,2025-10-16
V009124,DEL025,MED1101,2025-10-16
V009522,DEL011,MED1158,2025-10-16
V009549,DEL033,MED1162,2025-10-16
V010284,DEL038,MED1229,2025-10-16
V011732,DEL001,MED1424,2025-10-16
V013176,DEL012,MED1570,2025-10-16
V014372,DEL012,MED1677,2025-10-16
V014836,DEL006,MED1729,2025-10-16
V015486,DEL049,MED1805,2025-10-16
V015932,DEL050,MED1860,2025-10-16
V000645,DEL039,MED0073,2025-10-17
V000767,DEL024,MED0090,2025-10-17
V000826,DEL001,MED0100,2025-10-17
V000951,DEL021,MED0113,2025-10-17
V001494,DEL008,MED0181,2025-10-17
V002180,DEL017,MED0279,2025-10-17
V002756,DEL008,MED0345,2025-10-17
V003374,DEL023,MED0408,2025-10-17
V003728,DEL049,MED0452,2025-10-17
V004067,DEL006,MED0496,2025-10-17
V004398,DEL018,MED0541,2025-10-17
V004698,DEL014,MED0574,2025-10-17
V005038,DEL023,MED0623,2025-10-17
V005306,DEL050,MED0665,2025-10-17
V006031,DEL030,MED0739,2025-10-17
V007206,DEL003,MED0886,2025-10-17
V007996,DEL023,MED0983,2025-10-17
V008176,DEL045,MED1000,2025-10-17
V008378,DEL023,MED1028,2025-10-17
V009385,DEL023,MED1127,2025-10-17
V009919,DEL041,MED1193,2025-10-17
V010819,DEL048,MED1312,2025-10-17
V012353,DEL009,MED1483,2025-10-17
V013175,DEL012,MED1570,2025-10-17
V013663,DEL007,MED1610,2025-10-17
V014841,DEL006,MED1729,2025-10-17
V015455,DEL022,MED1798,2025-10-17
V016823,DEL029,MED1979,2025-10-17
V001469,DEL020,MED0173,2025-10-18
V002069,DEL001,MED0266,2025-10-18
V002084,DEL008,MED0269,2025-10-18
V002968,DEL010,MED0368,2025-10-18
V003339,DEL050,MED0406,2025-10-18
V003656,DEL043,MED0447,2025-10-18
V003981,DEL009,MED0482,2025-10-18
V005067,DEL006,MED0628,2025-10-18
V007211,DEL003,MED0886,2025-10-18
V007256,DEL014,MED0893,2025-10-18
V007328,DEL002,MED0897,2025-10-18
V008219,DEL022,MED1002,2025-10-18
V008419,DEL020,MED1032,2025-10-18
V008606,DEL046,MED1048,2025-10-18
V009280,DEL010,MED1112,2025-10-18
V009610,DEL047,MED1167,2025-10-18
V010314,DEL040,MED1235,2025-10-18
V012120,DEL039,MED1454,2025-10-18
V012647,DEL016,MED1517,2025-10-18
V013638,DEL020,MED1606,2025-10-18
V015508,DEL010,MED1807,2025-10-18
V015864,DEL026,MED1854,2025-10-18
V015867,DEL026,MED1854,2025-10-18
V016045,DEL017,MED1875,2025-10-18
V016242,DEL037,MED1894,2025-10-18
V016376,DEL032,MED1925,2025-10-18
V004262,DEL039,MED0527,2025-10-19
V005324,DEL042,MED0668,2025-10-19
V005345,DEL045,MED0670,2025-10-19
V005731,DEL020,MED0710,2025-10-19
V006114,DEL046,MED0750,2025-10-19
V006982,DEL019,MED0864,2025-10-19
V007527,DEL030,MED0926,2025-10-19
V008105,DEL047,MED0993,2025-10-19
V008127,DEL049,MED0994,2025-10-19
V008379,DEL023,MED1028,2025-10-19
V008609,DEL046,MED1048,2025-10-19
V009452,DEL032,MED1140,2025-10-19
V013159,DEL023,MED1569,2025-10-19
V013854,DEL016,MED1623,2025-10-19
V014320,DEL015,MED1675,2025-10-19
V015570,DEL041,MED1809,2025-10-19
V015731,DEL009,MED1837,2025-10-19
V000518,DEL047,MED0062,2025-10-20
V001468,DEL020,MED0173,2025-10-20
V002679,DEL008,MED0341,2025-10-20
V002964,DEL010,MED0368,2025-10-20
V004855,DEL028,MED0596,2025-10-20
V005748,DEL039,MED0713,2025-10-20
V007271,DEL014,MED0893,2025-10-20
V008515,DEL033,MED1041,2025-10-20
V008534,DEL031,MED1042,2025-10-20
V008654,DEL018,MED1057,2025-10-20
V009153,DEL036,MED1102,2025-10-20
V009652,DEL022,MED1170,2025-10-20
V010506,DEL013,MED1261,2025-10-20
V011522,DEL024,MED1404,2025-10-20
V014407,DEL043,MED1678,2025-10-20
V014806,DEL016,MED1720,2025-10-20
V015006,DEL018,MED1754,2025-10-20
V000167,DEL033,MED0023,2025-10-21
V002384,DEL011,MED0304,2025-10-21
V002677,DEL008,MED0341,2025-10-21
V003298,DEL011,MED0404,2025-10-21
V003922,DEL007,MED0475,2025-10-21
V004272,DEL029,MED0529,2025-10-21
V004713,DEL008,MED0576,2025-10-21
V005166,DEL010,MED0647,2025-10-21
V005694,DEL044,MED0707,2025-10-21
V007033,DEL001,MED0867,2025-10-21
V008162,DEL007,MED0999,2025-10-21
V008248,DEL035,MED1005,2025-10-21
V010438,DEL032,MED1244,2025-10-21
V010467,DEL032,MED1250,2025-10-21
V011111,DEL018,MED1364,2025-10-21
V012063,DEL031,MED1449,2025-10-21
V012539,DEL011,MED1501,2025-10-21
V012834,DEL006,MED1540,2025-10-21
V012941,DEL018,MED1545,2025-10-21
V014177,DEL029,MED1655,2025-10-21
V015117,DEL023,MED1768,2025-10-21
V016200,DEL001,MED1893,2025-10-21
V000921,DEL009,MED0110,2025-10-22
V001429,DEL028,MED0166,2025-10-22
V001666,DEL039,MED0202,2025-10-22
V001996,DEL004,MED0246,2025-10-22
V002125,DEL013,MED0272,2025-10-22
V002804,DEL018,MED0353,2025-10-22
V002809,DEL018,MED0353,2025-10-22
V003233,DEL023,MED0398,2025-10-22
V003500,DEL014,MED0431,2025-10-22
V003722,DEL049,MED0452,2025-10-22
V004335,DEL027,MED0532,2025-10-22
V004586,DEL022,MED0561,2025-10-22
V004600,DEL035,MED0566,2025-10-22
V006549,DEL028,MED0803,2025-10-22
V007107,DEL040,MED0879,2025-10-22
V007548,DEL028,MED0929,2025-10-22
V008099,DEL047,MED0993,2025-10-22
V008249,DEL035,MED1005,2025-10-22
V008588,DEL033,MED1046,2025-10-22
V009107,DEL020,MED1098,2025-10-22
V010154,DEL044,MED1214,2025-10-22
V010603,DEL010,MED1280,2025-10-22
V011661,DEL046,MED1419,2025-10-22
V013120,DEL034,MED1564,2025-10-22
V013489,DEL018,MED1592,2025-10-22
V013521,DEL026,MED1596,2025-10-22
V013905,DEL031,MED1630,2025-10-22
V015895,DEL006,MED1855,2025-10-22
V015934,DEL050,MED1860,2025-10-22
V016182,DEL025,MED1891,2025-10-22
V000486,DEL002,MED0058,2025-10-23
V001578,DEL048,MED0191,2025-10-23
V001623,DEL014,MED0197,2025-10-23
V001845,DEL008,MED0224,2025-10-23
V002028,DEL041,MED0251,2025-10-23
V004289,DEL005,MED0530,2025-10-23
V005995,DEL033,MED0734,2025-10-23
V007818,DEL006,MED0969,2025-10-23
V007984,DEL020,MED0982,2025-10-23
V008013,DEL023,MED0984,2025-10-23
V008136,DEL014,MED0995,2025-10-23
V009182,DEL039,MED1103,2025-10-23
V009482,DEL047,MED1146,2025-10-23
V009523,DEL011,MED1158,2025-10-23
V010151,DEL044,MED1214,2025-10-23
V010270,DEL018,MED1225,2025-10-23
V011677,DEL046,MED1419,2025-10-23
V012343,DEL015,MED1480,2025-10-23
V012980,DEL048,MED1550,2025-10-23
V014049,DEL043,MED1641,2025-10-23
V014243,DEL035,MED1670,2025-10-23
V014784,DEL048,MED1717,2025-10-23
V014815,DEL016,MED1720,2025-10-23
V014834,DEL006,MED1729,2025-10-23
V000831,DEL001,MED0101,2025-10-24
V001724,DEL040,MED0210,2025-10-24
V002811,DEL018,MED0353,2025-10-24
V003499,DEL014,MED0431,2025-10-24
V004319,DEL027,MED0532,2025-10-24
V005211,DEL029,MED0653,2025-10-24
V005434,DEL016,MED0676,2025-10-24
V005653,DEL023,MED0701,2025-10-24
V006602,DEL043,MED0811,2025-10-24
V007065,DEL006,MED0870,2025-10-24
V008154,DEL028,MED0998,2025-10-24
V008472,DEL040,MED1036,2025-10-24
V008848,DEL023,MED1076,2025-10-24
V009040,DEL035,MED1091,2025-10-24
V009689,DEL038,MED1175,2025-10-24
V009897,DEL037,MED1191,2025-10-24
V010338,DEL033,MED1239,2025-10-24
V010549,DEL035,MED1270,2025-10-24
V010763,DEL046,MED1306,2025-10-24
V011084,DEL031,MED1359,2025-10-24
V011787,DEL048,MED1430,2025-10-24
V012293,DEL026,MED1470,2025-10-24
V013158,DEL023,MED1569,2025-10-24
V014300,DEL002,MED1674,2025-10-24
V015371,DEL015,MED1789,2025-10-24
V015841,DEL011,MED1853,2025-10-24
V016848,DEL001,MED1984,2025-10-24
V000025,DEL042,MED0006,2025-10-25
V001457,DEL016,MED0170,2025-10-25
V001922,DEL013,MED0234,2025-10-25
V001938,DEL044,MED0238,2025-10-25
V005724,DEL049,MED0709,2025-10-25
V006346,DEL048,MED0778,2025-10-25
V006491,DEL035,MED0796,2025-10-25
V006869,DEL023,MED0846,2025-10-25
V007045,DEL029,MED0868,2025-10-25
V007332,DEL002,MED0897,2025-10-25
V009103,DEL020,MED1098,2025-10-25
V009188,DEL039,MED1103,2025-10-25
V009875,DEL018,MED1187,2025-10-25
V010424,DEL032,MED1244,2025-10-25
V010898,DEL010,MED1326,2025-10-25
V011159,DEL001,MED1366,2025-10-25
V012253,DEL015,MED1467,2025-10-25
V012267,DEL029,MED1469,2025-10-25
V012987,DEL013,MED1551,2025-10-25
V013551,DEL049,MED1600,2025-10-25
V013629,DEL012,MED1605,2025-10-25
V013705,DEL010,MED1615,2025-10-25
V014578,DEL018,MED1698,2025-10-25
V015642,DEL009,MED1818,2025-10-25
V016630,DEL012,MED1955,2025-10-25
V000013,DEL041,MED0001,2025-10-26
V000062,DEL012,MED0011,2025-10-26
V000619,DEL021,MED0070,2025-10-26
V001731,DEL040,MED0210,2025-10-26
V002674,DEL008,MED0341,2025-10-26
V002714,DEL030,MED0342,2025-10-26
V003544,DEL029,MED0436,2025-10-26
V005901,DEL024,MED0728,2025-10-26
V006737,DEL006,MED0832,2025-10-26
V006983,DEL019,MED0864,2025-10-26
V008025,DEL035,MED0986,2025-10-26
V008784,DEL008,MED1072,2025-10-26
V009764,DEL002,MED1180,2025-10-26
V009916,DEL041,MED1193,2025-10-26
V010443,DEL042,MED1246,2025-10-26
V010558,DEL041,MED1271,2025-10-26
V011958,DEL015,MED1442,2025-10-26
V014224,DEL048,MED1666,2025-10-26
V014302,DEL002,MED1674,2025-10-26
V014463,DEL031,MED1688,2025-10-26
V014718,DEL039,MED1714,2025-10-26
V015039,DEL049,MED1756,2025-10-26
V016643,DEL021,MED1958,2025-10-26
V016653,DEL021,MED1958,2025-10-26
V000148,DEL020,MED0022,2025-10-27
V000289,DEL018,MED0040,2025-10-27
V000602,DEL022,MED0069,2025-10-27
V001008,DEL049,MED0122,2025-10-27
V001467,DEL020,MED0173,2025-10-27
V001725,DEL040,MED0210,2025-10-27
V002442,DEL021,MED0309,2025-10-27
V003217,DEL019,MED0396,2025-10-27
V003451,DEL016,MED0424,2025-10-27
V004321,DEL027,MED0532,2025-10-27
V004334,DEL027,MED0532,2025-10-27
V004382,DEL016,MED0540,2025-10-27
V004482,DEL020,MED0549,2025-10-27
V004853,DEL044,MED0593,2025-10-27
V004893,DEL026,MED0600,2025-10-27
V006034,DEL030,MED0739,2025-10-27
V006306,DEL021,MED0769,2025-10-27
V006339,DEL002,MED0777,2025-10-27
V006558,DEL028,MED0803,2025-10-27
V008322,DEL040,MED1016,2025-10-27
V008481,DEL040,MED1036,2025-10-27
V008594,DEL033,MED1046,2025-10-27
V009618,DEL001,MED1169,2025-10-27
V011022,DEL027,MED1353,2025-10-27
V011496,DEL046,MED1402,2025-10-27
V011785,DEL048,MED1430,2025-10-27
V012613,DEL014,MED1512,2025-10-27
V016301,DEL029,MED1906,2025-10-27
V000061,DEL012,MED0011,2025-10-28
V002239,DEL007,MED0287,2025-10-28
V002871,DEL050,MED0356,2025-10-28
V003081,DEL013,MED0383,2025-10-28
V003789,DEL014,MED0457,2025-10-28
V004284,DEL005,MED0530,2025-10-28
V004819,DEL006,MED0588,2025-10-28
V004913,DEL030,MED0603,2025-10-28
V005265,DEL004,MED0661,2025-10-28
V005934,DEL029,MED0729,2025-10-28
V006258,DEL015,MED0764,2025-10-28
V007393,DEL005,MED0905,2025-10-28
V007743,DEL021,MED0963,2025-10-28
V008172,DEL045,MED1000,2025-10-28
V009457,DEL010,MED1143,2025-10-28
V009541,DEL023,MED1161,2025-10-28
V010332,DEL006,MED1238,2025-10-28
V012300,DEL026,MED1470,2025-10-28
V012330,DEL042,MED1476,2025-10-28
V013047,DEL003,MED1561,2025-10-28
V013123,DEL032,MED1565,2025-10-28
V013653,DEL032,MED1609,2025-10-28
V015422,DEL016,MED1795,2025-10-28
V016129,DEL006,MED1884,2025-10-28
V016198,DEL001,MED1893,2025-10-28
V000175,DEL033,MED0025,2025-11-01
V000902,DEL049,MED0108,2025-11-01
V001041,DEL008,MED0125,2025-11-01
V001378,DEL006,MED0161,2025-11-01
V001848,DEL008,MED0224,2025-11-01
V002398,DEL042,MED0305,2025-11-01
V003537,DEL038,MED0434,2025-11-01
V003787,DEL014,MED0457,2025-11-01
V004798,DEL001,MED0585,2025-11-01
V006277,DEL011,MED0766,2025-11-01
V007440,DEL044,MED0910,2025-11-01
V007529,DEL030,MED0926,2025-11-01
V007740,DEL021,MED0963,2025-11-01
V007772,DEL049,MED0964,2025-11-01
V007953,DEL041,MED0978,2025-11-01
V008645,DEL004,MED1055,2025-11-01
V010256,DEL041,MED1223,2025-11-01
V011162,DEL001,MED1366,2025-11-01
V011593,DEL018,MED1412,2025-11-01
V011725,DEL001,MED1424,2025-11-01
V012923,DEL016,MED1543,2025-11-01
V013738,DEL010,MED1616,2025-11-01
V015157,DEL035,MED1769,2025-11-01
V000277,DEL018,MED0040,2025-11-02
V001475,DEL020,MED0174,2025-11-02
V003383,DEL023,MED0408,2025-11-02
V003955,DEL042,MED0478,2025-11-02
V004787,DEL007,MED0584,2025-11-02
V004971,DEL004,MED0619,2025-11-02
V005917,DEL029,MED0729,2025-11-02
V006402,DEL021,MED0788,2025-11-02
V006649,DEL033,MED0818,2025-11-02
V006705,DEL043,MED0827,2025-11-02
V006719,DEL006,MED0830,2025-11-02
V006780,DEL044,MED0836,2025-11-02
V006930,DEL009,MED0858,2025-11-02
V007056,DEL029,MED0868,2025-11-02
V007125,DEL033,MED0881,2025-11-02
V008974,DEL031,MED1089,2025-11-02
V009155,DEL036,MED1102,2025-11-02
V009352,DEL007,MED1119,2025-11-02
V009869,DEL018,MED1187,2025-11-02
V012451,DEL003,MED1492,2025-11-02
V013410,DEL027,MED1589,2025-11-02
V013771,DEL032,MED1620,2025-11-02
V013955,DEL003,MED1632,2025-11-02
V014669,DEL004,MED1705,2025-11-02
V014838,DEL006,MED1729,2025-11-02
V015477,DEL037,MED1803,2025-11-02
V015804,DEL034,MED1847,2025-11-02
V016539,DEL021,MED1945,2025-11-02
V016877,DEL030,MED1990,2025-11-02
V000029,DEL002,MED0009,2025-11-03
V000031,DEL002,MED0009,2025-11-03
V000681,DEL011,MED0079,2025-11-03
V002012,DEL024,MED0248,2025-11-03
V002751,DEL008,MED0345,2025-11-03
V003342,DEL050,MED0406,2025-11-03
V003928,DEL007,MED0475,2025-11-03
V004018,DEL015,MED0486,2025-11-03
V004533,DEL047,MED0555,2025-11-03
V004729,DEL023,MED0579,2025-11-03
V004763,DEL026,MED0581,2025-11-03
V004933,DEL041,MED0611,2025-11-03
V006376,DEL017,MED0784,2025-11-03
V007006,DEL025,MED0865,2025-11-03
V007260,DEL014,MED0893,2025-11-03
V008363,DEL015,MED1024,2025-11-03
V009043,DEL035,MED1091,2025-11-03
V011598,DEL025,MED1413,2025-11-03
V012562,DEL020,MED1503,2025-11-03
V012691,DEL036,MED1520,2025-11-03
V013310,DEL017,MED1584,2025-11-03
V013890,DEL024,MED1624,2025-11-03
V014675,DEL004,MED1705,2025-11-03
V015222,DEL024,MED1775,2025-11-03
V016086,DEL001,MED1876,2025-11-03
V016158,DEL013,MED1890,2025-11-03
V001348,DEL036,MED0158,2025-11-04
V002710,DEL030,MED0342,2025-11-04
V003547,DEL029,MED0436,2025-11-04
V004328,DEL027,MED0532,2025-11-04
V004811,DEL008,MED0587,2025-11-04
V005058,DEL050,MED0626,2025-11-04
V005334,DEL027,MED0669,2025-11-04
V005549,DEL033,MED0689,2025-11-04
V005614,DEL011,MED0700,2025-11-04
V005826,DEL027,MED0719,2025-11-04
V007156,DEL025,MED0882,2025-11-04
V009266,DEL024,MED1111,2025-11-04
V010140,DEL033,MED1213,2025-11-04
V010446,DEL012,MED1247,2025-11-04
