id_medico,mes,unidades_categoria,unidades_producto
MED1847,2025-08,83,17
MED1847,2025-09,81,14
MED1847,2025-10,72,15
MED1847,2025-11,83,16
MED1847,2025-12,88,18
MED1848,2024-01,171,22
MED1848,2024-02,153,20
MED1848,2024-03,182,26
MED1848,2024-04,167,23
MED1848,2024-05,165,19
MED1848,2024-06,162,18
MED1848,2024-07,142,17
MED1848,2024-08,150,17
MED1848,2024-09,132,17
MED1848,2024-10,154,19
MED1848,2024-11,141,17
MED1848,2024-12,142,19
MED1848,2025-01,165,21
MED1848,2025-02,163,18
MED1848,2025-03,165,21
MED1848,2025-04,163,20
MED1848,2025-05,169,20
MED1848,2025-06,184,24
MED1848,2025-07,140,16
MED1848,2025-08,152,19
MED1848,2025-09,138,18
MED1848,2025-10,144,17
MED1848,2025-11,162,18
MED1848,2025-12,127,16
MED1849,2024-01,371,78
MED1849,2024-02,378,82
MED1849,2024-03,362,82
MED1849,2024-04,420,90
MED1849,2024-05,347,64
MED1849,2024-06,388,83
MED1849,2024-07,386,76
MED1849,2024-08,367,82
MED1849,2024-09,328,68
MED1849,2024-10,361,81
MED1849,2024-11,375,76
MED1849,2024-12,355,85
MED1849,2025-01,384,77
MED1849,2025-02,439,71
MED1849,2025-03,405,80
MED1849,2025-04,422,78
MED1849,2025-05,419,72
MED1849,2025-06,402,72
MED1849,2025-07,375,76
MED1849,2025-08,382,79
MED1849,2025-09,348,72
MED1849,2025-10,369,69
MED1849,2025-11,317,66
MED1849,2025-12,344,71
MED1850,2024-01,442,90
MED1850,2024-02,492,93
MED1850,2024-03,462,92
MED1850,2024-04,400,79
MED1850,2024-05,486,89
MED1850,2024-06,374,73
MED1850,2024-07,556,91
MED1850,2024-08,379,64
MED1850,2024-09,384,63
MED1850,2024-10,367,68
MED1850,2024-11,416,89
MED1850,2024-12,398,78
MED1850,2025-01,390,73
MED1850,2025-02,471,87
MED1850,2025-03,463,70
MED1850,2025-04,444,84
MED1850,2025-05,448,80
MED1850,2025-06,407,87
MED1850,2025-07,367,66
MED1850,2025-08,447,72
MED1850,2025-09,497,94
MED1850,2025-10,456,88
MED1850,2025-11,459,90
MED1850,2025-12,439,81
MED1851,2024-01,371,74
MED1851,2024-02,379,77
MED1851,2024-03,373,93
MED1851,2024-04,391,84
MED1851,2024-05,377,91
MED1851,2024-06,378,91
MED1851,2024-07,268,61
MED1851,2024-08,314,78
MED1851,2024-09,284,56
MED1851,2024-10,305,70
MED1851,2024-11,290,74
MED1851,2024-12,342,79
MED1851,2025-01,291,61
MED1851,2025-02,376,71
MED1851,2025-03,365,79
MED1851,2025-04,279,72
MED1851,2025-05,347,70
MED1851,2025-06,349,71
MED1851,2025-07,339,77
MED1851,2025-08,354,98
MED1851,2025-09,319,65
MED1851,2025-10,337,72
MED1851,2025-11,308,63
MED1851,2025-12,311,72
MED1852,2024-01,405,85
MED1852,2024-02,465,86
MED1852,2024-03,530,106
MED1852,2024-04,476,91
MED1852,2024-05,569,118
MED1852,2024-06,450,79
MED1852,2024-07,505,106
MED1852,2024-08,474,95
MED1852,2024-09,397,81
MED1852,2024-10,400,74
MED1852,2024-11,373,64
MED1852,2024-12,478,103
MED1852,2025-01,463,83
MED1852,2025-02,527,95
MED1852,2025-03,489,91
MED1852,2025-04,518,92
MED1852,2025-05,507,89
MED1852,2025-06,491,76
MED1852,2025-07,427,70
MED1852,2025-08,508,92
MED1852,2025-09,417,69
MED1852,2025-10,368,72
MED1852,2025-11,450,81
MED1852,2025-12,489,104
MED1853,2024-01,121,28
MED1853,2024-02,147,40
MED1853,2024-03,117,31
MED1853,2024-04,132,35
MED1853,2024-05,160,44
MED1853,2024-06,140,38
MED1853,2024-07,115,28
MED1853,2024-08,118,33
MED1853,2024-09,117,28
MED1853,2024-10,129,33
MED1853,2024-11,119,33
MED1853,2024-12,153,51
MED1853,2025-01,145,33
MED1853,2025-02,115,32
MED1853,2025-03,166,44
MED1853,2025-04,125,34
MED1853,2025-05,144,44
MED1853,2025-06,134,38
MED1853,2025-07,144,40
MED1853,2025-08,126,38
MED1853,2025-09,117,30
MED1853,2025-10,150,40
MED1853,2025-11,160,44
MED1853,2025-12,137,36
MED1854,2024-01,528,120
MED1854,2024-02,561,127
MED1854,2024-03,568,137
MED1854,2024-04,609,155
MED1854,2024-05,614,149
MED1854,2024-06,590,139
MED1854,2024-07,515,123
MED1854,2024-08,403,102
MED1854,2024-09,459,106
MED1854,2024-10,541,116
MED1854,2024-11,506,108
MED1854,2024-12,484,125
MED1854,2025-01,470,112
MED1854,2025-02,583,151
MED1854,2025-03,561,126
MED1854,2025-04,618,143
MED1854,2025-05,518,121
MED1854,2025-06,573,147
MED1854,2025-07,522,97
MED1854,2025-08,586,131
MED1854,2025-09,580,150
MED1854,2025-10,491,118
MED1854,2025-11,491,130
MED1854,2025-12,490,116
MED1855,2024-01,410,92
MED1855,2024-02,441,88
MED1855,2024-03,372,69
MED1855,2024-04,411,103
MED1855,2024-05,378,94
MED1855,2024-06,404,89
MED1855,2024-07,395,89
MED1855,2024-08,383,80
MED1855,2024-09,363,78
MED1855,2024-10,346,79
MED1855,2024-11,398,81
MED1855,2024-12,411,85
MED1855,2025-01,414,109
MED1855,2025-02,442,114
MED1855,2025-03,440,102
MED1855,2025-04,411,78
MED1855,2025-05,350,92
MED1855,2025-06,339,83
MED1855,2025-07,334,81
MED1855,2025-08,316,80
MED1855,2025-09,363,98
MED1855,2025-10,425,110
MED1855,2025-11,322,75
MED1855,2025-12,395,96
MED1856,2024-01,129,29
MED1856,2024-02,130,30
MED1856,2024-03,146,35
MED1856,2024-04,107,23
MED1856,2024-05,138,34
MED1856,2024-06,114,27
MED1856,2024-07,121,30
MED1856,2024-08,148,35
MED1856,2024-09,121,27
MED1856,2024-10,110,24
MED1856,2024-11,119,32
MED1856,2024-12,126,29
MED1856,2025-01,122,28
MED1856,2025-02,134,25
MED1856,2025-03,130,27
MED1856,2025-04,141,33
MED1856,2025-05,144,27
MED1856,2025-06,140,29
MED1856,2025-07,129,25
MED1856,2025-08,127,26
MED1856,2025-09,117,27
MED1856,2025-10,126,26
MED1856,2025-11,117,22
MED1856,2025-12,123,26
MED1857,2024-01,142,16
MED1857,2024-02,159,18
MED1857,2024-03,140,15
MED1857,2024-04,162,18
MED1857,2024-05,178,16
MED1857,2024-06,151,14
MED1857,2024-07,165,17
MED1857,2024-08,148,17
MED1857,2024-09,139,14
MED1857,2024-10,177,21
MED1857,2024-11,149,16
MED1857,2024-12,126,13
MED1857,2025-01,157,18
MED1857,2025-02,129,13
MED1857,2025-03,167,17
MED1857,2025-04,146,16
MED1857,2025-05,161,17
MED1857,2025-06,149,15
MED1857,2025-07,149,18
MED1857,2025-08,123,12
MED1857,2025-09,157,16
MED1857,2025-10,162,17
MED1857,2025-11,140,17
MED1857,2025-12,187,23
MED1858,2024-01,117,18
MED1858,2024-02,142,23
MED1858,2024-03,146,25
MED1858,2024-04,141,26
MED1858,2024-05,159,29
MED1858,2024-06,126,22
MED1858,2024-07,135,22
MED1858,2024-08,135,22
MED1858,2024-09,136,18
MED1858,2024-10,115,19
MED1858,2024-11,120,19
MED1858,2024-12,135,24
MED1858,2025-01,140,28
MED1858,2025-02,136,24
MED1858,2025-03,144,31
MED1858,2025-04,145,28
MED1858,2025-05,168,29
MED1858,2025-06,126,24
MED1858,2025-07,143,25
MED1858,2025-08,127,24
MED1858,2025-09,142,23
MED1858,2025-10,127,27
MED1858,2025-11,136,28
MED1858,2025-12,141,25
MED1859,2024-01,126,13
MED1859,2024-02,138,14
MED1859,2024-03,129,15
MED1859,2024-04,123,15
MED1859,2024-05,126,14
MED1859,2024-06,145,18
MED1859,2024-07,138,18
MED1859,2024-08,103,12
MED1859,2024-09,123,13
MED1859,2024-10,111,12
MED1859,2024-11,129,16
MED1859,2024-12,116,12
MED1859,2025-01,122,14
MED1859,2025-02,128,14
MED1859,2025-03,137,17
MED1859,2025-04,124,13
MED1859,2025-05,122,16
MED1859,2025-06,121,14
MED1859,2025-07,121,13
MED1859,2025-08,108,13
MED1859,2025-09,131,13
MED1859,2025-10,108,13
MED1859,2025-11,107,13
MED1859,2025-12,142,15
MED1860,2024-01,889,154
MED1860,2024-02,796,124
MED1860,2024-03,1040,174
MED1860,2024-04,922,145
MED1860,2024-05,1098,189
MED1860,2024-06,978,153
MED1860,2024-07,830,144
MED1860,2024-08,912,169
MED1860,2024-09,867,126
MED1860,2024-10,762,123
MED1860,2024-11,990,172
MED1860,2024-12,921,148
MED1860,2025-01,917,184
MED1860,2025-02,817,134
MED1860,2025-03,983,165
MED1860,2025-04,1124,191
MED1860,2025-05,925,174
MED1860,2025-06,947,176
MED1860,2025-07,736,90
MED1860,2025-08,839,137
MED1860,2025-09,836,142
MED1860,2025-10,955,147
MED1860,2025-11,878,160
MED1860,2025-12,944,158
MED1861,2024-01,1405,314
MED1861,2024-02,1299,266
MED1861,2024-03,1165,278
MED1861,2024-04,1410,326
MED1861,2024-05,1319,300
MED1861,2024-06,1088,247
MED1861,2024-07,1124,243
MED1861,2024-08,1282,290
MED1861,2024-09,1184,278
MED1861,2024-10,994,231
MED1861,2024-11,1191,258
MED1861,2024-12,1180,289
MED1861,2025-01,1380,347
MED1861,2025-02,1340,285
MED1861,2025-03,1305,361
MED1861,2025-04,1250,310
MED1861,2025-05,1228,230
MED1861,2025-06,1297,286
MED1861,2025-07,1216,251
MED1861,2025-08,1159,285
MED1861,2025-09,925,216
MED1861,2025-10,1018,242
MED1861,2025-11,1170,307
MED1861,2025-12,1255,301
MED1862,2024-01,91,16
MED1862,2024-02,114,21
MED1862,2024-03,111,20
MED1862,2024-04,99,22
MED1862,2024-05,115,23
MED1862,2024-06,114,23
MED1862,2024-07,109,24
MED1862,2024-08,100,23
MED1862,2024-09,81,15
MED1862,2024-10,76,14
MED1862,2024-11,108,22
MED1862,2024-12,110,25
MED1862,2025-01,89,15
MED1862,2025-02,117,22
MED1862,2025-03,110,17
MED1862,2025-04,125,20
MED1862,2025-05,121,21
MED1862,2025-06,88,17
MED1862,2025-07,87,14
MED1862,2025-08,99,16
MED1862,2025-09,90,16
MED1862,2025-10,93,14
MED1862,2025-11,103,17
MED1862,2025-12,98,17
MED1863,2024-01,420,52
MED1863,2024-02,435,68
MED1863,2024-03,470,71
MED1863,2024-04,476,62
MED1863,2024-05,399,60
MED1863,2024-06,422,59
MED1863,2024-07,449,58
MED1863,2024-08,405,51
MED1863,2024-09,365,50
MED1863,2024-10,359,49
MED1863,2024-11,406,60
MED1863,2024-12,396,57
MED1863,2025-01,352,49
MED1863,2025-02,495,90
MED1863,2025-03,434,76
MED1863,2025-04,409,74
MED1863,2025-05,377,63
MED1863,2025-06,347,67
MED1863,2025-07,425,75
MED1863,2025-08,449,78
MED1863,2025-09,322,58
MED1863,2025-10,403,70
MED1863,2025-11,405,64
MED1863,2025-12,416,64
MED1864,2024-01,1022,215
MED1864,2024-02,951,200
MED1864,2024-03,978,229
MED1864,2024-04,1038,238
MED1864,2024-05,835,203
MED1864,2024-06,1141,273
MED1864,2024-07,907,196
MED1864,2024-08,802,197
MED1864,2024-09,1016,237
MED1864,2024-10,868,208
MED1864,2024-11,991,238
MED1864,2024-12,950,208
MED1864,2025-01,1095,230
MED1864,2025-02,1045,193
MED1864,2025-03,1081,186
MED1864,2025-04,1244,266
MED1864,2025-05,849,182
MED1864,2025-06,925,185
MED1864,2025-07,973,216
MED1864,2025-08,887,188
MED1864,2025-09,813,166
MED1864,2025-10,884,181
MED1864,2025-11,924,193
MED1864,2025-12,970,177
MED1865,2024-01,287,34
MED1865,2024-02,337,42
MED1865,2024-03,300,37
MED1865,2024-04,342,47
MED1865,2024-05,297,34
MED1865,2024-06,344,42
MED1865,2024-07,298,33
MED1865,2024-08,298,34
MED1865,2024-09,309,37
MED1865,2024-10,333,35
MED1865,2024-11,328,36
MED1865,2024-12,294,31
MED1865,2025-01,325,59
MED1865,2025-02,330,52
MED1865,2025-03,355,45
MED1865,2025-04,342,49
MED1865,2025-05,351,58
MED1865,2025-06,323,48
MED1865,2025-07,311,44
MED1865,2025-08,309,50
MED1865,2025-09,310,49
MED1865,2025-10,320,44
MED1865,2025-11,293,44
MED1865,2025-12,302,40
MED1866,2024-01,508,95
MED1866,2024-02,504,95
MED1866,2024-03,576,92
MED1866,2024-04,550,107
MED1866,2024-05,665,130
MED1866,2024-06,510,102
MED1866,2024-07,538,103
MED1866,2024-08,555,88
MED1866,2024-09,529,98
MED1866,2024-10,489,72
MED1866,2024-11,448,79
MED1866,2024-12,546,96
MED1866,2025-01,662,107
MED1866,2025-02,570,105
MED1866,2025-03,562,96
MED1866,2025-04,573,102
MED1866,2025-05,529,90
MED1866,2025-06,570,111
MED1866,2025-07,520,98
MED1866,2025-08,598,115
MED1866,2025-09,515,102
MED1866,2025-10,509,93
MED1866,2025-11,499,91
MED1866,2025-12,467,84
MED1867,2024-01,462,76
MED1867,2024-02,442,89
MED1867,2024-03,455,90
MED1867,2024-04,423,65
MED1867,2024-05,504,82
MED1867,2024-06,505,83
MED1867,2024-07,356,68
MED1867,2024-08,338,64
MED1867,2024-09,404,79
MED1867,2024-10,436,78
MED1867,2024-11,455,74
MED1867,2024-12,447,83
MED1867,2025-01,409,92
MED1867,2025-02,354,86
MED1867,2025-03,483,97
MED1867,2025-04,482,98
MED1867,2025-05,507,115
MED1867,2025-06,425,95
MED1867,2025-07,468,104
MED1867,2025-08,425,94
MED1867,2025-09,416,91
MED1867,2025-10,454,110
MED1867,2025-11,379,82
MED1867,2025-12,463,100
MED1868,2024-01,452,58
MED1868,2024-02,417,51
MED1868,2024-03,414,53
MED1868,2024-04,360,46
MED1868,2024-05,396,55
MED1868,2024-06,440,58
MED1868,2024-07,408,50
MED1868,2024-08,371,38
MED1868,2024-09,372,48
MED1868,2024-10,352,49
MED1868,2024-11,439,53
MED1868,2024-12,355,42
MED1868,2025-01,385,44
MED1868,2025-02,396,47
MED1868,2025-03,400,42
MED1868,2025-04,375,50
MED1868,2025-05,387,47
MED1868,2025-06,447,52
MED1868,2025-07,396,46
MED1868,2025-08,389,52
MED1868,2025-09,365,49
MED1868,2025-10,413,55
MED1868,2025-11,382,50
MED1868,2025-12,394,55
MED1869,2024-01,399,64
MED1869,2024-02,370,60
MED1869,2024-03,400,63
MED1869,2024-04,477,84
MED1869,2024-05,378,54
MED1869,2024-06,455,78
MED1869,2024-07,364,62
MED1869,2024-08,396,78
MED1869,2024-09,391,63
MED1869,2024-10,391,64
MED1869,2024-11,447,77
MED1869,2024-12,416,63
MED1869,2025-01,385,61
MED1869,2025-02,451,80
MED1869,2025-03,426,69
MED1869,2025-04,403,64
MED1869,2025-05,371,67
MED1869,2025-06,464,75
MED1869,2025-07,455,83
MED1869,2025-08,356,57
MED1869,2025-09,402,67
MED1869,2025-10,364,66
MED1869,2025-11,434,70
MED1869,2025-12,466,85
MED1870,2024-01,133,28
MED1870,2024-02,166,32
MED1870,2024-03,161,32
MED1870,2024-04,157,29
MED1870,2024-05,163,32
MED1870,2024-06,161,34
MED1870,2024-07,126,26
MED1870,2024-08,134,28
MED1870,2024-09,106,17
MED1870,2024-10,145,26
MED1870,2024-11,145,31
MED1870,2024-12,147,29
MED1870,2025-01,134,24
MED1870,2025-02,128,23
MED1870,2025-03,174,27
MED1870,2025-04,156,27
MED1870,2025-05,179,33
MED1870,2025-06,155,23
MED1870,2025-07,130,22
MED1870,2025-08,145,24
MED1870,2025-09,140,20
MED1870,2025-10,135,24
MED1870,2025-11,127,24
MED1870,2025-12,155,23
MED1871,2024-01,145,15
MED1871,2024-02,116,14
MED1871,2024-03,123,15
MED1871,2024-04,132,15
MED1871,2024-05,123,14
MED1871,2024-06,136,17
MED1871,2024-07,130,15
MED1871,2024-08,114,12
MED1871,2024-09,106,12
MED1871,2024-10,102,14
MED1871,2024-11,123,16
MED1871,2024-12,115,16
MED1871,2025-01,118,16
MED1871,2025-02,123,14
MED1871,2025-03,123,14
MED1871,2025-04,140,17
MED1871,2025-05,120,14
MED1871,2025-06,139,17
MED1871,2025-07,120,16
MED1871,2025-08,147,19
MED1871,2025-09,119,14
MED1871,2025-10,107,11
MED1871,2025-11,126,16
MED1871,2025-12,154,18
MED1872,2024-01,401,75
MED1872,2024-02,433,106
MED1872,2024-03,330,69
MED1872,2024-04,494,86
MED1872,2024-05,454,90
MED1872,2024-06,429,94
MED1872,2024-07,350,63
MED1872,2024-08,425,91
MED1872,2024-09,407,88
MED1872,2024-10,431,98
MED1872,2024-11,402,78
MED1872,2024-12,470,90
MED1872,2025-01,444,94
MED1872,2025-02,459,100
MED1872,2025-03,421,86
MED1872,2025-04,490,109
MED1872,2025-05,475,104
MED1872,2025-06,439,93
MED1872,2025-07,419,83
MED1872,2025-08,455,108
MED1872,2025-09,431,90
MED1872,2025-10,402,81
MED1872,2025-11,364,87
MED1872,2025-12,419,84
MED1873,2024-01,124,18
MED1873,2024-02,106,15
MED1873,2024-03,111,15
MED1873,2024-04,130,19
MED1873,2024-05,109,16
MED1873,2024-06,89,12
MED1873,2024-07,99,14
MED1873,2024-08,104,16
MED1873,2024-09,100,13
MED1873,2024-10,109,16
MED1873,2024-11,109,15
MED1873,2024-12,101,17
MED1873,2025-01,118,16
MED1873,2025-02,108,17
MED1873,2025-03,118,17
MED1873,2025-04,127,19
MED1873,2025-05,102,14
MED1873,2025-06,94,12
MED1873,2025-07,119,19
MED1873,2025-08,95,14
MED1873,2025-09,92,14
MED1873,2025-10,107,18
MED1873,2025-11,119,16
MED1873,2025-12,114,17
MED1874,2024-01,417,88
MED1874,2024-02,452,100
MED1874,2024-03,446,101
MED1874,2024-04,488,115
MED1874,2024-05,419,97
MED1874,2024-06,482,112
MED1874,2024-07,452,97
MED1874,2024-08,438,98
MED1874,2024-09,414,94
MED1874,2024-10,376,79
MED1874,2024-11,414,87
MED1874,2024-12,377,89
MED1874,2025-01,412,96
MED1874,2025-02,392,97
MED1874,2025-03,442,100
MED1874,2025-04,486,100
MED1874,2025-05,485,113
MED1874,2025-06,341,78
MED1874,2025-07,439,103
MED1874,2025-08,409,118
MED1874,2025-09,441,108
MED1874,2025-10,398,102
MED1874,2025-11,395,99
MED1874,2025-12,429,105
MED1875,2024-01,1025,270
MED1875,2024-02,1061,253
MED1875,2024-03,1178,297
MED1875,2024-04,1126,289
MED1875,2024-05,994,220
MED1875,2024-06,1049,234
MED1875,2024-07,1078,250
MED1875,2024-08,1032,255
MED1875,2024-09,962,218
MED1875,2024-10,884,214
MED1875,2024-11,1201,300
MED1875,2024-12,1047,223
MED1875,2025-01,1064,249
MED1875,2025-02,1148,232
MED1875,2025-03,1169,292
MED1875,2025-04,1032,252
MED1875,2025-05,1032,220
MED1875,2025-06,1109,285
MED1875,2025-07,898,227
MED1875,2025-08,1063,254
MED1875,2025-09,991,226
MED1875,2025-10,966,214
MED1875,2025-11,1051,244
MED1875,2025-12,1068,250
MED1876,2024-01,1256,236
MED1876,2024-02,1275,285
MED1876,2024-03,1129,213
MED1876,2024-04,1399,310
MED1876,2024-05,1329,295
MED1876,2024-06,1327,301
MED1876,2024-07,1271,270
MED1876,2024-08,1416,315
MED1876,2024-09,1237,236
MED1876,2024-10,1122,236
MED1876,2024-11,1456,313
MED1876,2024-12,1131,234
MED1876,2025-01,1233,281
MED1876,2025-02,1266,265
MED1876,2025-03,1233,256
MED1876,2025-04,1653,335
MED1876,2025-05,1268,266
MED1876,2025-06,1294,227
MED1876,2025-07,1454,286
MED1876,2025-08,1289,268
MED1876,2025-09,1387,287
MED1876,2025-10,1251,288
MED1876,2025-11,1324,248
MED1876,2025-12,1417,306
MED1877,2024-01,154,21
MED1877,2024-02,122,20
MED1877,2024-03,135,21
MED1877,2024-04,151,26
MED1877,2024-05,148,24
MED1877,2024-06,122,23
MED1877,2024-07,128,22
MED1877,2024-08,120,20
MED1877,2024-09,121,22
MED1877,2024-10,101,19
MED1877,2024-11,132,24
MED1877,2024-12,137,23
MED1877,2025-01,97,19
MED1877,2025-02,125,24
MED1877,2025-03,113,22
MED1877,2025-04,127,24
MED1877,2025-05,148,26
MED1877,2025-06,119,24
MED1877,2025-07,149,32
MED1877,2025-08,112,25
MED1877,2025-09,115,24
MED1877,2025-10,125,24
MED1877,2025-11,127,24
MED1877,2025-12,120,25
MED1878,2024-01,145,18
MED1878,2024-02,145,20
MED1878,2024-03,129,18
MED1878,2024-04,174,20
MED1878,2024-05,157,22
MED1878,2024-06,156,22
MED1878,2024-07,139,16
MED1878,2024-08,142,17
MED1878,2024-09,179,21
MED1878,2024-10,150,19
MED1878,2024-11,125,15
MED1878,2024-12,139,17
MED1878,2025-01,158,20
MED1878,2025-02,160,20
MED1878,2025-03,156,20
MED1878,2025-04,144,18
MED1878,2025-05,151,19
MED1878,2025-06,184,25
MED1878,2025-07,154,21
MED1878,2025-08,183,25
MED1878,2025-09,139,18
MED1878,2025-10,153,18
MED1878,2025-11,142,17
MED1878,2025-12,136,18
MED1879,2024-01,367,85
MED1879,2024-02,330,92
MED1879,2024-03,336,82
MED1879,2024-04,349,88
MED1879,2024-05,335,84
MED1879,2024-06,375,82
MED1879,2024-07,313,72
MED1879,2024-08,367,89
MED1879,2024-09,288,71
MED1879,2024-10,315,77
MED1879,2024-11,269,64
MED1879,2024-12,352,94
MED1879,2025-01,278,59
MED1879,2025-02,411,91
MED1879,2025-03,352,86
MED1879,2025-04,399,94
MED1879,2025-05,343,71
MED1879,2025-06,328,72
MED1879,2025-07,372,81
MED1879,2025-08,286,68
MED1879,2025-09,303,70
MED1879,2025-10,322,67
MED1879,2025-11,314,67
MED1879,2025-12,307,68
MED1880,2024-01,354,39
MED1880,2024-02,351,34
MED1880,2024-03,342,34
MED1880,2024-04,407,40
MED1880,2024-05,362,35
MED1880,2024-06,389,41
MED1880,2024-07,336,38
MED1880,2024-08,344,31
MED1880,2024-09,314,33
MED1880,2024-10,278,29
MED1880,2024-11,332,40
MED1880,2024-12,307,33
MED1880,2025-01,315,32
MED1880,2025-02,331,37
MED1880,2025-03,389,42
MED1880,2025-04,355,38
MED1880,2025-05,404,44
MED1880,2025-06,322,31
MED1880,2025-07,357,38
MED1880,2025-08,320,29
MED1880,2025-09,315,32
MED1880,2025-10,329,38
MED1880,2025-11,324,30
MED1880,2025-12,332,30
MED1881,2024-01,144,27
MED1881,2024-02,149,30
MED1881,2024-03,114,21
MED1881,2024-04,140,24
MED1881,2024-05,146,22
MED1881,2024-06,148,24
MED1881,2024-07,124,21
MED1881,2024-08,140,24
MED1881,2024-09,133,22
MED1881,2024-10,121,22
MED1881,2024-11,122,22
MED1881,2024-12,136,27
MED1881,2025-01,134,24
MED1881,2025-02,145,19
MED1881,2025-03,143,27
MED1881,2025-04,133,20
MED1881,2025-05,137,24
MED1881,2025-06,130,21
MED1881,2025-07,116,21
MED1881,2025-08,127,20
MED1881,2025-09,126,21
MED1881,2025-10,101,21
MED1881,2025-11,115,20
MED1881,2025-12,132,21
MED1882,2024-01,126,20
MED1882,2024-02,128,19
MED1882,2024-03,129,19
MED1882,2024-04,122,19
MED1882,2024-05,121,19
MED1882,2024-06,120,18
MED1882,2024-07,98,16
MED1882,2024-08,102,15
MED1882,2024-09,113,14
MED1882,2024-10,103,16
MED1882,2024-11,127,19
MED1882,2024-12,116,17
MED1882,2025-01,107,17
MED1882,2025-02,111,17
MED1882,2025-03,127,20
MED1882,2025-04,135,21
MED1882,2025-05,113,15
MED1882,2025-06,84,13
MED1882,2025-07,103,16
MED1882,2025-08,108,13
MED1882,2025-09,109,17
MED1882,2025-10,129,21
MED1882,2025-11,99,15
MED1882,2025-12,103,14
MED1883,2024-01,480,122
MED1883,2024-02,379,93
MED1883,2024-03,431,95
MED1883,2024-04,481,124
MED1883,2024-05,425,87
MED1883,2024-06,455,103
MED1883,2024-07,384,84
MED1883,2024-08,429,114
MED1883,2024-09,418,102
MED1883,2024-10,325,76
MED1883,2024-11,407,91
MED1883,2024-12,463,96
MED1883,2025-01,501,107
MED1883,2025-02,484,103
MED1883,2025-03,440,105
MED1883,2025-04,503,117
MED1883,2025-05,482,96
MED1883,2025-06,429,100
MED1883,2025-07,448,103
MED1883,2025-08,370,86
MED1883,2025-09,392,77
MED1883,2025-10,371,85
MED1883,2025-11,353,65
MED1883,2025-12,437,95
MED1884,2024-01,703,172
MED1884,2024-02,637,155
MED1884,2024-03,638,129
MED1884,2024-04,676,143
MED1884,2024-05,581,122
MED1884,2024-06,603,129
MED1884,2024-07,561,116
MED1884,2024-08,568,134
MED1884,2024-09,582,114
MED1884,2024-10,491,118
MED1884,2024-11,534,132
MED1884,2024-12,515,109
MED1884,2025-01,568,121
MED1884,2025-02,589,116
MED1884,2025-03,678,154
MED1884,2025-04,547,111
MED1884,2025-05,477,95
MED1884,2025-06,556,101
MED1884,2025-07,668,145
MED1884,2025-08,475,98
MED1884,2025-09,555,111
MED1884,2025-10,538,136
MED1884,2025-11,515,111
MED1884,2025-12,531,107
MED1885,2024-01,329,40
MED1885,2024-02,376,49
MED1885,2024-03,380,43
MED1885,2024-04,346,42
MED1885,2024-05,390,51
MED1885,2024-06,382,46
MED1885,2024-07,372,45
MED1885,2024-08,441,50
MED1885,2024-09,321,37
MED1885,2024-10,377,42
MED1885,2024-11,352,43
MED1885,2024-12,361,44
MED1885,2025-01,359,41
MED1885,2025-02,389,41
MED1885,2025-03,436,47
MED1885,2025-04,421,46
MED1885,2025-05,397,51
MED1885,2025-06,415,56
MED1885,2025-07,364,38
MED1885,2025-08,382,44
MED1885,2025-09,328,36
MED1885,2025-10,361,43
MED1885,2025-11,377,47
MED1885,2025-12,347,39
MED1886,2024-01,396,74
MED1886,2024-02,445,83
MED1886,2024-03,429,82
MED1886,2024-04,465,90
MED1886,2024-05,423,65
MED1886,2024-06,477,91
MED1886,2024-07,384,68
MED1886,2024-08,420,77
MED1886,2024-09,429,85
MED1886,2024-10,408,88
MED1886,2024-11,410,63
MED1886,2024-12,385,70
MED1886,2025-01,408,64
MED1886,2025-02,479,88
MED1886,2025-03,507,98
MED1886,2025-04,420,78
MED1886,2025-05,530,107
MED1886,2025-06,379,72
MED1886,2025-07,407,84
MED1886,2025-08,469,86
MED1886,2025-09,431,79
MED1886,2025-10,398,79
MED1886,2025-11,364,65
MED1886,2025-12,379,70
MED1887,2024-01,135,16
MED1887,2024-02,136,19
MED1887,2024-03,120,19
MED1887,2024-04,137,19
MED1887,2024-05,137,16
MED1887,2024-06,125,19
MED1887,2024-07,120,18
MED1887,2024-08,138,19
MED1887,2024-09,112,15
MED1887,2024-10,119,13
MED1887,2024-11,102,14
MED1887,2024-12,106,16
MED1887,2025-01,110,15
MED1887,2025-02,148,19
MED1887,2025-03,120,13
MED1887,2025-04,132,17
MED1887,2025-05,111,16
MED1887,2025-06,143,21
MED1887,2025-07,119,16
MED1887,2025-08,101,16
MED1887,2025-09,119,15
MED1887,2025-10,120,16
MED1887,2025-11,126,19
MED1887,2025-12,112,16
MED1888,2024-01,296,65
MED1888,2024-02,380,95
MED1888,2024-03,436,108
MED1888,2024-04,419,103
MED1888,2024-05,390,80
MED1888,2024-06,396,83
MED1888,2024-07,396,80
MED1888,2024-08,303,78
MED1888,2024-09,428,102
MED1888,2024-10,409,109
MED1888,2024-11,374,73
MED1888,2024-12,393,86
MED1888,2025-01,363,75
MED1888,2025-02,473,112
MED1888,2025-03,383,69
MED1888,2025-04,460,105
MED1888,2025-05,464,92
MED1888,2025-06,491,84
MED1888,2025-07,370,76
MED1888,2025-08,380,71
MED1888,2025-09,382,88
MED1888,2025-10,375,77
MED1888,2025-11,349,76
MED1888,2025-12,365,82
MED1889,2024-01,139,17
MED1889,2024-02,135,16
MED1889,2024-03,153,20
MED1889,2024-04,155,21
