id_medico,segmento_potencial,region,brick,id_delegado_asignado
MED1859,C,Levante,LEV-28,DEL019
MED1860,A,Sur,SUR-11,DEL050
MED1861,A,Levante,LEV-16,DEL039
MED1862,C,Centro,CEN-27,DEL028
MED1863,B,Noreste,NOR-30,DEL001
MED1864,A,Levante,LEV-30,DEL029
MED1865,B,Noroeste,NOR-07,DEL037
MED1866,B,Levante,LEV-10,DEL034
MED1867,B,Levante,LEV-30,DEL044
MED1868,B,Levante,LEV-27,DEL024
MED1869,B,Centro,CEN-03,DEL048
MED1870,C,Noreste,NOR-14,DEL036
MED1871,C,Sur,SUR-26,DEL030
MED1872,B,Centro,CEN-27,DEL033
MED1873,C,Levante,LEV-08,DEL044
MED1874,B,Noreste,NOR-03,DEL011
MED1875,A,Noroeste,NOR-10,DEL017
MED1876,A,Noreste,NOR-24,DEL001
MED1877,C,Levante,LEV-03,DEL034
MED1878,C,Centro,CEN-25,DEL018
MED1879,B,Levante,LEV-17,DEL009
MED1880,B,Centro,CEN-08,DEL048
MED1881,C,Noroeste,NOR-01,DEL017
MED1882,C,Levante,LEV-29,DEL009
MED1883,B,Noreste,NOR-21,DEL011
MED1884,B,Noreste,NOR-30,DEL006
MED1885,B,Centro,CEN-19,DEL023
MED1886,B,Noreste,NOR-12,DEL041
MED1887,C,Centro,CEN-13,DEL008
MED1888,B,Noroeste,NOR-02,DEL017
MED1889,C,Noreste,NOR-03,DEL011
MED1890,B,Centro,CEN-10,DEL013
MED1891,B,Sur,SUR-06,DEL025
MED1892,C,Noreste,NOR-26,DEL026
MED1893,A,Noreste,NOR-23,DEL001
MED1894,B,Noroeste,NOR-16,DEL037
MED1895,C,Noreste,NOR-08,DEL006
MED1896,C,Noroeste,NOR-12,DEL017
MED1897,C,Noreste,NOR-05,DEL026
MED1898,C,Sur,SUR-16,DEL045
MED1899,C,Centro,CEN-03,DEL028
MED1900,B,Sur,SUR-27,DEL040
MED1901,B,Levante,LEV-04,DEL024
MED1902,B,Levante,LEV-24,DEL049
MED1903,C,Levante,LEV-07,DEL034
MED1904,C,Levante,LEV-05,DEL004
MED1905,B,Levante,LEV-23,DEL039
MED1906,B,Levante,LEV-09,DEL029
MED1907,C,Noroeste,NOR-03,DEL037
MED1908,C,Levante,LEV-13,DEL009
MED1909,C,Noreste,NOR-23,DEL001
MED1910,B,Sur,SUR-06,DEL025
MED1911,B,Noreste,NOR-02,DEL046
MED1912,B,Noroeste,NOR-15,DEL007
MED1913,B,Noreste,NOR-21,DEL011
MED1914,C,Centro,CEN-16,DEL033
MED1915,C,Noreste,NOR-01,DEL001
MED1916,C,Noroeste,NOR-30,DEL012
MED1917,C,Centro,CEN-19,DEL028
MED1918,C,Centro,CEN-03,DEL033
MED1919,B,Noroeste,NOR-06,DEL042
MED1920,C,Centro,CEN-17,DEL013
MED1921,C,Noreste,NOR-23,DEL026
MED1922,B,Noreste,NOR-05,DEL046
MED1923,B,Noreste,NOR-13,DEL016
MED1924,B,Sur,SUR-06,DEL050
MED1925,B,Noroeste,NOR-10,DEL032
MED1926,B,Centro,CEN-01,DEL048
MED1927,C,Centro,CEN-01,DEL043
MED1928,C,Centro,CEN-16,DEL023
MED1929,C,Levante,LEV-01,DEL009
MED1930,C,Levante,LEV-11,DEL049
MED1931,A,Sur,SUR-03,DEL025
MED1932,B,Centro,CEN-06,DEL018
MED1933,B,Sur,SUR-12,DEL015
MED1934,C,Centro,CEN-20,DEL043
MED1935,B,Centro,CEN-08,DEL023
MED1936,C,Noreste,NOR-13,DEL026
MED1937,C,Centro,CEN-30,DEL033
MED1938,C,Sur,SUR-06,DEL005
MED1939,C,Noroeste,NOR-19,DEL017
MED1940,A,Noreste,NOR-01,DEL031
MED1941,C,Levante,LEV-04,DEL044
MED1942,B,Noroeste,NOR-12,DEL027
MED1943,C,Noreste,NOR-17,DEL046
MED1944,A,Noroeste,NOR-18,DEL002
MED1945,A,Noreste,NOR-10,DEL021
MED1946,B,Centro,CEN-28,DEL018
MED1947,C,Noroeste,NOR-26,DEL047
MED1948,C,Noreste,NOR-24,DEL011
MED1949,C,Sur,SUR-24,DEL045
MED1950,B,Noreste,NOR-11,DEL046
MED1951,B,Levante,LEV-27,DEL039
MED1952,B,Noreste,NOR-17,DEL046
MED1953,C,Levante,LEV-17,DEL029
MED1954,C,Noreste,NOR-06,DEL041
MED1955,A,Noroeste,NOR-18,DEL012
MED1956,C,Levante,LEV-29,DEL019
MED1957,C,Levante,LEV-02,DEL019
MED1958,A,Noreste,NOR-03,DEL021
MED1959,B,Noreste,NOR-03,DEL001
MED1960,C,Levante,LEV-13,DEL004
MED1961,C,Levante,LEV-04,DEL009
MED1962,B,Noroeste,NOR-01,DEL047
MED1963,B,Centro,CEN-02,DEL018
MED1964,C,Noreste,NOR-19,DEL026
MED1965,C,Noreste,NOR-15,DEL031
MED1966,C,Sur,SUR-26,DEL030
MED1967,C,Levante,LEV-28,DEL004
MED1968,C,Sur,SUR-27,DEL015
MED1969,C,Centro,CEN-23,DEL048
MED1970,B,Noreste,NOR-24,DEL001
MED1971,B,Levante,LEV-16,DEL009
MED1972,C,Centro,CEN-28,DEL028
MED1973,A,Sur,SUR-18,DEL005
MED1974,C,Sur,SUR-19,DEL010
MED1975,A,Noreste,NOR-08,DEL001
MED1976,B,Sur,SUR-11,DEL020
MED1977,A,Noreste,NOR-24,DEL011
MED1978,C,Sur,SUR-12,DEL015
MED1979,B,Levante,LEV-18,DEL029
MED1980,C,Centro,CEN-17,DEL043
MED1981,C,Centro,CEN-14,DEL008
MED1982,C,Sur,SUR-02,DEL020
MED1983,B,Noreste,NOR-11,DEL046
MED1984,A,Noreste,NOR-14,DEL001
MED1985,B,Noreste,NOR-29,DEL046
MED1986,B,Centro,CEN-30,DEL048
MED1987,C,Sur,SUR-08,DEL030
MED1988,A,Noreste,NOR-19,DEL011
MED1989,B,Levante,LEV-16,DEL019
MED1990,C,Sur,SUR-27,DEL030
MED1991,C,Levante,LEV-01,DEL039
MED1992,C,Levante,LEV-16,DEL004
MED1993,C,Centro,CEN-30,DEL048
MED1994,B,Noroeste,NOR-29,DEL012
MED1995,B,Centro,CEN-27,DEL023
MED1996,B,Centro,CEN-01,DEL033
MED1997,B,Sur,SUR-10,DEL040
MED1998,B,Sur,SUR-29,DEL020
MED1999,B,Noreste,NOR-16,DEL026
MED2000,C,Centro,CEN-21,DEL023
