id_medico,id_delegado,region,segmento,categoria_2025,cuota_2025,visitas_2025,visitas_plan,delta_visitas,delta_unidades,delta_eur
MED0805,DEL030,Sur,C,1731,0.117,0,1,1,78,1404
MED1388,DEL030,Sur,C,1717,0.125,0,1,1,77,1386
MED0765,DEL030,Sur,C,1707,0.206,2,1,-1,-43,-774
MED0559,DEL030,Sur,C,1683,0.175,1,1,0,0,0
MED0733,DEL030,Sur,C,1668,0.12,0,1,1,75,1350
MED1657,DEL030,Sur,C,1579,0.235,4,1,-3,-83,-1494
MED1987,DEL030,Sur,C,1576,0.125,0,1,1,71,1278
MED1871,DEL030,Sur,C,1536,0.121,0,1,1,69,1242
MED1145,DEL030,Sur,C,1533,0.12,0,1,1,69,1242
MED0562,DEL030,Sur,C,1530,0.225,3,1,-2,-63,-1134
MED0097,DEL030,Sur,C,1517,0.182,1,1,0,0,0
MED1166,DEL030,Sur,C,1479,0.178,1,1,0,0,0
MED1990,DEL030,Sur,C,1477,0.169,2,1,-1,-37,-666
MED0205,DEL030,Sur,C,1393,0.196,2,1,-1,-35,-630
MED0425,DEL030,Sur,C,1389,0.2,2,1,-1,-35,-630
MED1966,DEL030,Sur,C,1263,0.131,0,1,1,57,1026
MED1676,DEL031,Noreste,A,14091,0.211,22,13,-9,-134,-2412
MED1940,DEL031,Noreste,A,13678,0.196,4,12,8,464,8352
MED1449,DEL031,Noreste,A,12262,0.234,18,12,-6,-99,-1782
MED0837,DEL031,Noreste,A,10518,0.252,18,10,-8,-132,-2376
MED1777,DEL031,Noreste,A,6046,0.23,8,7,-1,-24,-432
MED0716,DEL031,Noreste,B,5119,0.125,0,7,7,598,10764
MED1341,DEL031,Noreste,B,4823,0.202,6,6,0,0,0
MED0977,DEL031,Noreste,B,4723,0.191,3,6,3,121,2178
MED1359,DEL031,Noreste,B,4583,0.235,15,6,-9,-111,-1998
MED0420,DEL031,Noreste,B,4503,0.126,0,6,6,503,9054
MED1089,DEL031,Noreste,B,3407,0.208,10,5,-5,-73,-1314
MED1255,DEL031,Noreste,B,3152,0.164,1,5,4,191,3438
MED0190,DEL031,Noreste,B,3063,0.269,14,4,-10,-114,-2052
MED1042,DEL031,Noreste,C,1951,0.215,3,3,0,0,0
MED1487,DEL031,Noreste,C,1902,0.211,3,3,0,0,0
MED1603,DEL031,Noreste,C,1902,0.223,4,3,-1,-21,-378
MED0379,DEL031,Noreste,C,1878,0.144,0,3,3,162,2916
MED0772,DEL031,Noreste,C,1850,0.115,0,3,3,159,2862
MED0291,DEL031,Noreste,C,1832,0.171,1,3,2,75,1350
MED1857,DEL031,Noreste,C,1827,0.109,0,3,3,157,2826
MED0426,DEL031,Noreste,C,1782,0.25,3,3,0,0,0
MED1630,DEL031,Noreste,C,1748,0.193,2,3,1,28,504
MED1330,DEL031,Noreste,C,1693,0.137,0,3,3,146,2628
MED1688,DEL031,Noreste,C,1657,0.159,1,3,2,68,1224
MED0696,DEL031,Noreste,C,1621,0.128,0,3,3,140,2520
MED1965,DEL031,Noreste,C,1617,0.176,1,3,2,67,1206
MED1557,DEL031,Noreste,C,1536,0.243,3,2,-1,-25,-450
MED0667,DEL031,Noreste,C,1479,0.178,1,2,1,37,666
MED0725,DEL031,Noreste,C,1427,0.244,8,2,-6,-72,-1296
MED0289,DEL031,Noreste,C,1397,0.173,1,2,1,35,630
MED0848,DEL031,Noreste,C,1344,0.246,4,2,-2,-37,-666
MED0372,DEL031,Noreste,C,1283,0.18,1,2,1,32,576
MED0917,DEL031,Noreste,C,1225,0.14,0,2,2,86,1548
MED1314,DEL031,Noreste,C,1173,0.128,0,2,2,82,1476
MED1074,DEL031,Noreste,C,1163,0.179,1,2,1,29,522
MED1157,DEL031,Noreste,C,965,0.172,1,1,0,0,0
MED1609,DEL032,Noroeste,A,11831,0.193,5,8,3,180,3240
MED1244,DEL032,Noroeste,A,11793,0.219,20,8,-12,-240,-4320
MED1294,DEL032,Noroeste,A,9996,0.109,0,7,7,1167,21006
MED0934,DEL032,Noroeste,A,9117,0.194,4,7,3,177,3186
MED1620,DEL032,Noroeste,A,7364,0.25,22,6,-16,-227,-4086
MED1669,DEL032,Noroeste,B,6399,0.18,2,5,3,226,4068
MED0894,DEL032,Noroeste,B,6229,0.109,0,5,5,657,11826
MED1250,DEL032,Noroeste,B,5259,0.18,3,5,2,102,1836
MED0060,DEL032,Noroeste,B,4712,0.174,3,4,1,53,954
MED0126,DEL032,Noroeste,B,4446,0.152,1,4,3,233,4194
MED1565,DEL032,Noroeste,B,3816,0.192,3,4,1,43,774
MED1925,DEL032,Noroeste,B,3564,0.21,4,3,-1,-40,-720
MED0286,DEL032,Noroeste,B,3494,0.126,0,3,3,301,5418
MED1370,DEL032,Noroeste,C,2470,0.174,1,2,1,62,1116
MED0722,DEL032,Noroeste,C,2242,0.187,1,2,1,56,1008
MED1131,DEL032,Noroeste,C,2169,0.158,1,2,1,55,990
MED1140,DEL032,Noroeste,C,2105,0.231,6,2,-4,-88,-1584
MED0913,DEL032,Noroeste,C,2013,0.234,3,2,-1,-32,-576
MED1349,DEL032,Noroeste,C,1962,0.194,2,2,0,0,0
MED1360,DEL032,Noroeste,C,1889,0.2,2,2,0,0,0
MED0767,DEL032,Noroeste,C,1796,0.122,0,2,2,126,2268
MED0992,DEL032,Noroeste,C,1724,0.186,2,2,0,0,0
MED1608,DEL032,Noroeste,C,1705,0.205,2,2,0,0,0
MED0222,DEL032,Noroeste,C,1641,0.097,0,2,2,115,2070
MED0413,DEL032,Noroeste,C,1629,0.128,0,1,1,73,1314
MED0537,DEL032,Noroeste,C,1612,0.272,5,1,-4,-98,-1764
MED0103,DEL032,Noroeste,C,1367,0.24,4,1,-3,-72,-1296
MED1142,DEL032,Noroeste,C,1309,0.121,0,1,1,59,1062
MED0218,DEL032,Noroeste,C,1175,0.118,0,1,1,53,954
MED0245,DEL033,Centro,A,15898,0.247,13,13,0,0,0
MED1436,DEL033,Centro,A,14412,0.227,16,12,-4,-86,-1548
MED0134,DEL033,Centro,A,12858,0.232,20,12,-8,-127,-2286
MED1200,DEL033,Centro,A,12225,0.224,17,11,-6,-112,-2016
MED1177,DEL033,Centro,A,11575,0.21,16,11,-5,-93,-1674
MED1041,DEL033,Centro,A,11496,0.227,19,11,-8,-127,-2286
MED1165,DEL033,Centro,A,11316,0.227,20,11,-9,-135,-2430
MED0734,DEL033,Centro,A,11286,0.231,13,11,-2,-43,-774
MED0818,DEL033,Centro,A,10492,0.251,20,10,-10,-150,-2700
MED0147,DEL033,Centro,A,10270,0.216,19,10,-9,-138,-2484
MED1227,DEL033,Centro,A,8943,0.178,2,9,7,482,8676
MED1824,DEL033,Centro,B,6862,0.145,1,8,7,520,9360
MED1162,DEL033,Centro,B,6395,0.179,7,7,0,0,0
MED1475,DEL033,Centro,B,5881,0.23,5,7,2,66,1188
MED1013,DEL033,Centro,B,5702,0.222,6,7,1,28,504
MED0025,DEL033,Centro,B,5510,0.216,6,7,1,27,486
MED0439,DEL033,Centro,B,5332,0.276,13,7,-6,-87,-1566
MED1996,DEL033,Centro,B,5267,0.212,5,7,2,59,1062
MED1277,DEL033,Centro,B,5252,0.213,6,6,0,0,0
MED1872,DEL033,Centro,B,5218,0.214,5,6,1,33,594
MED1586,DEL033,Centro,B,5004,0.267,5,6,1,31,558
MED1509,DEL033,Centro,B,4880,0.134,0,6,6,546,9828
MED1239,DEL033,Centro,B,4863,0.198,3,6,3,125,2250
MED0689,DEL033,Centro,B,4782,0.192,7,6,-1,-24,-432
MED0023,DEL033,Centro,B,4461,0.227,5,6,1,28,504
MED0874,DEL033,Centro,B,4369,0.178,3,6,3,112,2016
MED0351,DEL033,Centro,B,4263,0.187,5,6,1,27,486
MED0702,DEL033,Centro,B,4252,0.21,3,6,3,109,1962
MED0387,DEL033,Centro,B,4140,0.248,7,5,-2,-46,-828
MED0435,DEL033,Centro,B,3995,0.132,0,5,5,422,7596
MED1213,DEL033,Centro,B,3781,0.217,8,5,-3,-58,-1044
MED1285,DEL033,Centro,B,3717,0.151,1,5,4,225,4050
MED1046,DEL033,Centro,B,3678,0.256,17,5,-12,-121,-2178
MED1440,DEL033,Centro,B,3620,0.216,3,5,2,70,1260
MED0516,DEL033,Centro,B,3470,0.151,1,5,4,210,3780
MED1568,DEL033,Centro,B,3277,0.135,1,5,4,198,3564
MED1579,DEL033,Centro,B,3116,0.197,4,4,0,0,0
MED1184,DEL033,Centro,C,2336,0.159,1,3,2,96,1728
MED1274,DEL033,Centro,C,2328,0.121,0,3,3,201,3618
MED1537,DEL033,Centro,C,1966,0.187,2,3,1,32,576
MED1254,DEL033,Centro,C,1921,0.133,0,3,3,166,2988
MED0881,DEL033,Centro,C,1849,0.281,13,3,-10,-87,-1566
MED1937,DEL033,Centro,C,1728,0.196,2,3,1,28,504
MED0454,DEL033,Centro,C,1717,0.119,0,3,3,148,2664
MED1085,DEL033,Centro,C,1713,0.131,0,3,3,148,2664
MED0738,DEL033,Centro,C,1683,0.19,1,3,2,69,1242
MED1858,DEL033,Centro,C,1675,0.189,2,3,1,27,486
MED1914,DEL033,Centro,C,1672,0.159,1,3,2,69,1242
MED1086,DEL033,Centro,C,1670,0.198,2,3,1,27,486
MED1463,DEL033,Centro,C,1663,0.109,0,3,3,143,2574
MED0907,DEL033,Centro,C,1618,0.228,3,2,-1,-26,-468
MED1409,DEL033,Centro,C,1590,0.131,0,2,2,111,1998
MED1918,DEL033,Centro,C,1547,0.131,1,2,1,39,702
MED1566,DEL033,Centro,C,1541,0.236,3,2,-1,-25,-450
MED0189,DEL033,Centro,C,1473,0.123,0,2,2,103,1854
MED1082,DEL033,Centro,C,1468,0.233,2,2,0,0,0
MED1329,DEL033,Centro,C,1393,0.114,0,2,2,98,1764
MED1683,DEL033,Centro,C,1299,0.125,0,2,2,91,1638
MED0440,DEL033,Centro,C,1289,0.109,0,2,2,90,1620
MED0318,DEL033,Centro,C,1236,0.122,0,2,2,87,1566
MED1770,DEL033,Centro,C,1056,0.17,1,2,1,27,486
MED0116,DEL034,Levante,A,14661,0.133,0,10,10,1860,33480
MED1367,DEL034,Levante,A,14325,0.223,11,10,-1,-34,-612
MED1220,DEL034,Levante,A,13268,0.238,7,9,2,97,1746
MED1746,DEL034,Levante,A,11623,0.266,19,9,-10,-189,-3402
MED0456,DEL034,Levante,A,9458,0.222,8,8,0,0,0
MED0920,DEL034,Levante,B,7160,0.204,3,6,3,183,3294
MED1866,DEL034,Levante,B,6574,0.182,2,6,4,274,4932
MED0034,DEL034,Levante,B,6515,0.195,5,6,1,41,738
MED0497,DEL034,Levante,B,5809,0.19,4,5,1,48,864
MED1479,DEL034,Levante,B,5565,0.127,0,5,5,587,10566
MED0206,DEL034,Levante,B,5393,0.202,5,5,0,0,0
MED0557,DEL034,Levante,B,5375,0.233,6,5,-1,-34,-612
MED0301,DEL034,Levante,B,5187,0.18,4,5,1,42,756
MED1585,DEL034,Levante,B,5090,0.262,7,5,-2,-57,-1026
MED1054,DEL034,Levante,B,4956,0.153,1,5,4,300,5400
MED0021,DEL034,Levante,B,4818,0.228,9,5,-4,-89,-1602
MED0923,DEL034,Levante,B,4601,0.194,3,5,2,89,1602
MED1400,DEL034,Levante,B,4532,0.242,7,4,-3,-88,-1584
MED1653,DEL034,Levante,B,4532,0.119,0,4,4,441,7938
MED0951,DEL034,Levante,B,4386,0.134,1,4,3,230,4140
MED1806,DEL034,Levante,B,4261,0.198,4,4,0,0,0
MED1179,DEL034,Levante,B,4053,0.232,19,4,-15,-174,-3132
MED0319,DEL034,Levante,B,3688,0.186,3,4,1,41,738
MED0267,DEL034,Levante,B,3644,0.151,1,4,3,191,3438
MED0972,DEL034,Levante,B,3501,0.228,13,4,-9,-125,-2250
MED1564,DEL034,Levante,B,3049,0.26,9,3,-6,-116,-2088
MED1659,DEL034,Levante,C,2550,0.19,2,3,1,41,738
MED1549,DEL034,Levante,C,2338,0.234,3,3,0,0,0
MED0392,DEL034,Levante,C,1983,0.255,3,2,-1,-32,-576
MED0705,DEL034,Levante,C,1918,0.218,2,2,0,0,0
MED1328,DEL034,Levante,C,1799,0.136,1,2,1,45,810
MED0484,DEL034,Levante,C,1794,0.153,1,2,1,45,810
MED1203,DEL034,Levante,C,1662,0.177,1,2,1,42,756
MED0412,DEL034,Levante,C,1594,0.103,0,2,2,112,2016
MED0473,DEL034,Levante,C,1578,0.183,1,2,1,40,720
MED0186,DEL034,Levante,C,1545,0.22,2,2,0,0,0
MED0421,DEL034,Levante,C,1500,0.131,0,2,2,105,1890
MED1877,DEL034,Levante,C,1477,0.198,2,2,0,0,0
MED0514,DEL034,Levante,C,1431,0.18,2,1,-1,-36,-648
MED1471,DEL034,Levante,C,1414,0.106,0,1,1,64,1152
MED1903,DEL034,Levante,C,1388,0.207,2,1,-1,-35,-630
MED0592,DEL034,Levante,C,1324,0.191,1,1,0,0,0
MED0826,DEL034,Levante,C,1302,0.11,0,1,1,59,1062
MED1847,DEL034,Levante,C,1054,0.196,2,1,-1,-27,-486
MED0215,DEL035,Sur,A,14008,0.219,10,12,2,62,1116
MED1769,DEL035,Sur,A,12210,0.22,23,11,-12,-171,-3078
MED1091,DEL035,Sur,A,10009,0.183,22,10,-12,-157,-2826
MED0796,DEL035,Sur,A,9286,0.243,10,9,-1,-26,-468
MED1787,DEL035,Sur,B,6505,0.206,5,7,2,73,1314
MED1005,DEL035,Sur,B,5858,0.226,9,7,-2,-43,-774
MED1783,DEL035,Sur,B,5752,0.235,5,7,2,65,1170
MED0956,DEL035,Sur,B,5719,0.119,0,7,7,668,12024
MED0614,DEL035,Sur,B,5496,0.241,5,6,1,34,612
MED0899,DEL035,Sur,B,4837,0.202,5,6,1,30,540
MED0566,DEL035,Sur,B,4635,0.178,3,6,3,119,2142
MED0986,DEL035,Sur,B,4548,0.226,8,6,-2,-41,-738
MED1109,DEL035,Sur,B,4466,0.24,6,6,0,0,0
MED1270,DEL035,Sur,B,4377,0.213,6,5,-1,-27,-486
MED1704,DEL035,Sur,B,4340,0.129,0,5,5,458,8244
MED1810,DEL035,Sur,B,4329,0.17,4,5,1,35,630
MED1670,DEL035,Sur,B,4267,0.206,5,5,0,0,0
MED0259,DEL035,Sur,B,3016,0.205,3,4,1,34,612
MED1812,DEL035,Sur,C,2110,0.261,4,3,-1,-24,-432
MED0232,DEL035,Sur,C,1902,0.13,0,3,3,164,2952
MED0201,DEL035,Sur,C,1875,0.21,3,3,0,0,0
MED1665,DEL035,Sur,C,1791,0.121,0,3,3,154,2772
MED0288,DEL035,Sur,C,1749,0.227,3,3,0,0,0
MED1757,DEL035,Sur,C,1651,0.106,0,2,2,116,2088
MED1061,DEL035,Sur,C,1556,0.184,2,2,0,0,0
MED0410,DEL035,Sur,C,1553,0.118,0,2,2,109,1962
MED0233,DEL035,Sur,C,1550,0.242,9,2,-7,-84,-1512
MED0164,DEL035,Sur,C,1348,0.179,1,2,1,34,612
MED0502,DEL035,Sur,C,1234,0.199,1,2,1,31,558
MED1528,DEL035,Sur,C,1040,0.124,0,1,1,47,846
MED1438,DEL036,Noreste,A,15644,0.246,10,10,0,0,0
MED0158,DEL036,Noreste,A,13894,0.214,18,9,-9,-213,-3834
MED1102,DEL036,Noreste,A,11135,0.24,24,8,-16,-257,-4626
MED0298,DEL036,Noreste,A,8476,0.24,14,7,-7,-152,-2736
MED1006,DEL036,Noreste,B,6424,0.193,6,5,-1,-40,-720
MED0273,DEL036,Noreste,B,6262,0.214,9,5,-4,-116,-2088
MED0142,DEL036,Noreste,B,6036,0.193,2,5,3,214,3852
MED0145,DEL036,Noreste,B,6017,0.16,1,5,4,364,6552
MED1546,DEL036,Noreste,B,5833,0.184,3,5,2,113,2034
MED1461,DEL036,Noreste,B,5564,0.247,6,5,-1,-35,-630
MED1060,DEL036,Noreste,B,5400,0.219,4,5,1,44,792
MED0393,DEL036,Noreste,B,5193,0.097,0,5,5,548,9864
MED1686,DEL036,Noreste,B,5161,0.236,5,5,0,0,0
MED1040,DEL036,Noreste,B,4931,0.122,0,5,5,520,9360
MED0357,DEL036,Noreste,B,4608,0.127,0,4,4,448,8064
MED1418,DEL036,Noreste,B,4595,0.19,3,4,1,51,918
MED1510,DEL036,Noreste,B,4575,0.16,2,4,2,124,2232
MED0666,DEL036,Noreste,B,4547,0.17,3,4,1,51,918
MED0441,DEL036,Noreste,B,4297,0.205,3,4,1,48,864
MED0919,DEL036,Noreste,B,4067,0.124,0,4,4,396,7128
MED1520,DEL036,Noreste,B,3212,0.26,7,3,-4,-98,-1764
MED0833,DEL036,Noreste,B,2704,0.237,6,3,-3,-69,-1242
MED0971,DEL036,Noreste,B,2582,0.186,3,3,0,0,0
MED0756,DEL036,Noreste,C,2153,0.113,0,2,2,151,2718
MED0884,DEL036,Noreste,C,2152,0.138,0,2,2,151,2718
MED1133,DEL036,Noreste,C,2010,0.175,1,2,1,51,918
MED0268,DEL036,Noreste,C,1884,0.182,1,2,1,47,846
MED1219,DEL036,Noreste,C,1878,0.157,1,2,1,47,846
MED0914,DEL036,Noreste,C,1865,0.144,0,2,2,131,2358
MED0835,DEL036,Noreste,C,1846,0.104,0,2,2,129,2322
MED0072,DEL036,Noreste,C,1778,0.175,1,2,1,45,810
MED1870,DEL036,Noreste,C,1758,0.167,1,2,1,44,792
MED1401,DEL036,Noreste,C,1705,0.112,0,2,2,120,2160
MED1515,DEL036,Noreste,C,1693,0.108,0,2,2,119,2142
MED0602,DEL036,Noreste,C,1680,0.206,3,2,-1,-27,-486
MED0783,DEL036,Noreste,C,1623,0.2,3,2,-1,-26,-468
MED1506,DEL036,Noreste,C,1594,0.285,6,1,-5,-106,-1908
MED0136,DEL036,Noreste,C,1552,0.128,0,1,1,70,1260
MED0196,DEL036,Noreste,C,1516,0.19,1,1,0,0,0
MED0207,DEL036,Noreste,C,1406,0.171,1,1,0,0,0
MED1427,DEL036,Noreste,C,1320,0.192,1,1,0,0,0
MED0489,DEL036,Noreste,C,1226,0.139,0,1,1,55,990
MED1478,DEL036,Noreste,C,1005,0.17,1,1,0,0,0
MED1594,DEL036,Noreste,C,1003,0.161,1,1,0,0,0
MED1334,DEL037,Noroeste,A,14488,0.226,17,12,-5,-103,-1854
MED1240,DEL037,Noroeste,B,6613,0.238,7,7,0,0,0
MED0544,DEL037,Noroeste,B,6167,0.22,4,7,3,120,2160
MED1519,DEL037,Noroeste,B,5834,0.211,11,7,-4,-73,-1314
MED1276,DEL037,Noroeste,B,4945,0.172,1,6,5,330,5940
MED1803,DEL037,Noroeste,B,4733,0.194,3,6,3,121,2178
MED1894,DEL037,Noroeste,B,4284,0.205,15,5,-10,-131,-2358
MED1865,DEL037,Noroeste,B,3871,0.15,1,5,4,234,4212
MED0278,DEL037,Noroeste,B,3846,0.207,6,5,-1,-24,-432
MED1838,DEL037,Noroeste,B,3625,0.25,8,5,-3,-55,-990
MED0120,DEL037,Noroeste,B,3479,0.165,2,4,2,95,1710
MED1907,DEL037,Noroeste,C,2004,0.204,2,3,1,32,576
MED1664,DEL037,Noroeste,C,1892,0.138,0,3,3,163,2934
MED1191,DEL037,Noroeste,C,1805,0.202,2,3,1,29,522
MED0715,DEL037,Noroeste,C,1719,0.181,3,2,-1,-28,-504
MED0470,DEL037,Noroeste,C,1657,0.173,2,2,0,0,0
MED1732,DEL037,Noroeste,C,1570,0.115,0,2,2,110,1980
MED0099,DEL037,Noroeste,C,1482,0.165,1,2,1,37,666
MED1830,DEL037,Noroeste,C,1467,0.266,3,2,-1,-24,-432
MED1459,DEL038,Centro,A,13671,0.235,18,10,-8,-171,-3078
MED1808,DEL038,Centro,A,10593,0.209,11,8,-3,-90,-1620
MED1582,DEL038,Centro,A,10506,0.279,13,8,-5,-129,-2322
MED1621,DEL038,Centro,A,10340,0.285,12,8,-4,-109,-1962
MED0063,DEL038,Centro,A,7458,0.239,20,7,-13,-182,-3276
MED1258,DEL038,Centro,B,6002,0.233,4,6,2,87,1566
MED1138,DEL038,Centro,B,5854,0.201,5,6,1,37,666
MED1852,DEL038,Centro,B,5654,0.179,2,5,3,200,3600
MED0958,DEL038,Centro,B,5573,0.168,2,5,3,197,3546
MED0041,DEL038,Centro,B,5563,0.144,0,5,5,587,10566
MED1083,DEL038,Centro,B,5499,0.145,1,5,4,333,5994
MED1233,DEL038,Centro,B,5419,0.23,7,5,-2,-61,-1098
MED1175,DEL038,Centro,B,5219,0.198,5,5,0,0,0
MED1202,DEL038,Centro,B,5179,0.204,4,5,1,42,756
MED1290,DEL038,Centro,B,5052,0.179,3,5,2,98,1764
MED0466,DEL038,Centro,B,5036,0.2,4,5,1,41,738
MED0307,DEL038,Centro,B,4609,0.159,2,5,3,163,2934
MED1781,DEL038,Centro,B,4563,0.133,0,5,5,481,8658
MED1710,DEL038,Centro,B,4535,0.213,8,5,-3,-69,-1242
MED0434,DEL038,Centro,B,4478,0.213,4,5,1,37,666
MED1209,DEL038,Centro,B,4306,0.198,2,4,2,117,2106
MED0177,DEL038,Centro,B,4120,0.199,2,4,2,112,2016
MED1065,DEL038,Centro,B,4047,0.235,7,4,-3,-79,-1422
MED0462,DEL038,Centro,C,2407,0.209,2,3,1,39,702
MED0361,DEL038,Centro,C,2320,0.156,1,3,2,96,1728
MED1398,DEL038,Centro,C,2101,0.115,0,2,2,147,2646
MED1305,DEL038,Centro,C,2061,0.182,1,2,1,52,936
MED1417,DEL038,Centro,C,2022,0.121,0,2,2,142,2556
MED1831,DEL038,Centro,C,2019,0.11,0,2,2,142,2556
MED1358,DEL038,Centro,C,1883,0.189,1,2,1,47,846
MED1821,DEL038,Centro,C,1790,0.139,0,2,2,126,2268
MED0601,DEL038,Centro,C,1749,0.186,1,2,1,44,792
MED1088,DEL038,Centro,C,1717,0.219,2,2,0,0,0
MED1154,DEL038,Centro,C,1697,0.204,2,2,0,0,0
MED1286,DEL038,Centro,C,1645,0.183,3,2,-1,-26,-468
MED0902,DEL038,Centro,C,1617,0.205,2,2,0,0,0
MED0793,DEL038,Centro,C,1591,0.199,3,2,-1,-26,-468
MED1229,DEL038,Centro,C,1578,0.233,2,2,0,0,0
MED0604,DEL038,Centro,C,1576,0.237,3,2,-1,-25,-450
MED0834,DEL038,Centro,C,1516,0.266,6,2,-4,-63,-1134
MED1651,DEL038,Centro,C,1426,0.165,1,1,0,0,0
MED1021,DEL038,Centro,C,1387,0.181,1,1,0,0,0
MED0771,DEL038,Centro,C,1356,0.232,3,1,-2,-56,-1008
MED0762,DEL038,Centro,C,1354,0.175,1,1,0,0,0
MED1226,DEL038,Centro,C,1224,0.187,1,1,0,0,0
MED1010,DEL038,Centro,C,1099,0.13,0,1,1,49,882
MED0360,DEL038,Centro,C,1013,0.133,0,1,1,46,828
MED0463,DEL038,Centro,C,951,0.216,2,1,-1,-24,-432
MED1103,DEL039,Levante,A,14553,0.234,16,11,-5,-117,-2106
MED1861,DEL039,Levante,A,14543,0.235,8,11,3,123,2214
MED0650,DEL039,Levante,A,13607,0.17,10,10,0,0,0
MED0354,DEL039,Levante,A,13485,0.241,9,10,1,38,684
MED0044,DEL039,Levante,A,13102,0.191,4,10,6,387,6966
MED0490,DEL039,Levante,A,12783,0.105,0,10,10,1622,29196
MED0527,DEL039,Levante,A,8445,0.218,21,8,-13,-179,-3222
MED1454,DEL039,Levante,B,7177,0.238,6,7,1,36,648
MED1714,DEL039,Levante,B,6280,0.213,6,6,0,0,0
MED1144,DEL039,Levante,B,5698,0.23,9,6,-3,-70,-1260
MED1056,DEL039,Levante,B,5514,0.205,4,6,2,80,1440
MED0988,DEL039,Levante,B,5271,0.114,0,5,5,556,10008
MED1778,DEL039,Levante,B,5213,0.277,22,5,-17,-193,-3474
MED0697,DEL039,Levante,B,5046,0.242,4,5,1,41,738
MED1905,DEL039,Levante,B,4902,0.124,0,5,5,517,9306
MED1951,DEL039,Levante,B,4894,0.237,7,5,-2,-55,-990
MED0624,DEL039,Levante,B,4560,0.203,3,5,2,88,1584
MED0202,DEL039,Levante,B,4521,0.229,6,5,-1,-28,-504
MED0636,DEL039,Levante,B,4197,0.163,2,5,3,149,2682
MED0073,DEL039,Levante,B,4081,0.257,9,5,-4,-76,-1368
MED0877,DEL039,Levante,B,3773,0.235,5,4,-1,-31,-558
MED0089,DEL039,Levante,B,3644,0.126,0,4,4,355,6390
MED1172,DEL039,Levante,B,3633,0.221,5,4,-1,-30,-540
MED1014,DEL039,Levante,B,2561,0.249,9,3,-6,-97,-1746
MED0569,DEL039,Levante,C,2448,0.134,0,3,3,211,3798
MED0047,DEL039,Levante,C,2404,0.159,1,3,2,99,1782
MED1991,DEL039,Levante,C,1996,0.104,0,2,2,140,2520
MED0263,DEL039,Levante,C,1979,0.128,0,2,2,139,2502
MED1841,DEL039,Levante,C,1966,0.216,3,2,-1,-32,-576
MED1612,DEL039,Levante,C,1853,0.114,0,2,2,130,2340
MED1473,DEL039,Levante,C,1794,0.121,0,2,2,126,2268
MED0013,DEL039,Levante,C,1767,0.128,0,2,2,124,2232
MED0819,DEL039,Levante,C,1753,0.259,8,2,-6,-89,-1602
MED0498,DEL039,Levante,C,1750,0.117,0,2,2,123,2214
MED0364,DEL039,Levante,C,1730,0.129,0,2,2,121,2178
MED0003,DEL039,Levante,C,1707,0.188,2,2,0,0,0
MED0911,DEL039,Levante,C,1570,0.143,0,2,2,110,1980
MED0061,DEL039,Levante,C,1563,0.144,0,2,2,110,1980
MED0713,DEL039,Levante,C,1552,0.251,8,2,-6,-79,-1422
MED1272,DEL039,Levante,C,1508,0.159,1,2,1,38,684
MED1050,DEL039,Levante,C,1470,0.138,0,2,2,103,1854
MED0258,DEL039,Levante,C,1450,0.203,2,2,0,0,0
MED0369,DEL039,Levante,C,1290,0.178,1,1,0,0,0
MED1279,DEL039,Levante,C,1282,0.165,1,1,0,0,0
MED1224,DEL039,Levante,C,1275,0.126,0,1,1,57,1026
MED1684,DEL039,Levante,C,1187,0.188,1,1,0,0,0
MED0423,DEL039,Levante,C,955,0.264,5,1,-4,-58,-1044
MED1036,DEL040,Sur,A,11435,0.257,15,8,-7,-175,-3150
MED0210,DEL040,Sur,A,10834,0.215,14,8,-6,-150,-2700
MED1489,DEL040,Sur,B,5973,0.179,1,5,4,362,6516
MED0879,DEL040,Sur,B,5256,0.237,6,5,-1,-33,-594
MED1997,DEL040,Sur,B,4938,0.196,4,5,1,40,720
MED1900,DEL040,Sur,B,4861,0.229,6,4,-2,-70,-1260
MED0036,DEL040,Sur,B,4854,0.145,1,4,3,254,4572
MED0931,DEL040,Sur,B,4661,0.249,5,4,-1,-38,-684
MED1784,DEL040,Sur,B,4640,0.186,1,4,3,243,4374
MED1016,DEL040,Sur,B,4635,0.208,5,4,-1,-38,-684
MED0959,DEL040,Sur,B,4625,0.151,1,4,3,242,4356
MED1235,DEL040,Sur,B,4596,0.187,8,4,-4,-108,-1944
MED1380,DEL040,Sur,B,4435,0.163,1,4,3,232,4176
MED0358,DEL040,Sur,B,3513,0.147,0,3,3,303,5454
MED1668,DEL040,Sur,C,1971,0.125,0,2,2,138,2484
MED1232,DEL040,Sur,C,1768,0.162,1,2,1,44,792
MED1719,DEL040,Sur,C,1758,0.104,0,2,2,123,2214
MED0474,DEL040,Sur,C,1726,0.199,3,2,-1,-28,-504
MED0480,DEL040,Sur,C,1685,0.242,8,2,-6,-85,-1530
MED0872,DEL040,Sur,C,1488,0.117,0,1,1,67,1206
MED0306,DEL040,Sur,C,1483,0.149,1,1,0,0,0
MED0290,DEL040,Sur,C,1436,0.159,1,1,0,0,0
MED1679,DEL040,Sur,C,1418,0.133,0,1,1,64,1152
MED0178,DEL040,Sur,C,1256,0.115,0,1,1,56,1008
MED1015,DEL040,Sur,C,1247,0.12,0,1,1,56,1008
